# sc_registry.tsv — CANONICAL SC REGISTRY (SOURCE — hand-edited).
# One row per SC identifier ever used, including retired identifiers.
# This file is the single editable owner of SC identity, lifecycle, executable
# identifier (fst_identifier), display names, historical stage/scope, confidence,
# adjudication status/verdict/memo, and chronology-node facts.
# This file contains NO derived or order-valued columns: executable positions
# come only from the executable model (Germanic/tools/oe_pipeline.py, parsed
# from the production composition in Germanic/fsts/germanic.txt); legacy
# inventory/staging order spaces are frozen in registry/archival_orders.tsv.
# Book chapter membership is editorial and lives in registry/reader_chapters.tsv
# and registry/reader_files.tsv; book presentation order is the GENERATED
# registry/reader_manifest.tsv (min cascade position per reader file).
# Derived views are produced by Germanic/tools/generate_registry_views.py.
sc_id	lifecycle_status	entry_type	pipeline_stage	canonical_change_id	duplicate_group	staging_row	fst_identifier	display_name	inventory_display_name	stage_label	historical_stage_label	hist_stage	hist_scope	confidence	source_reader_facing_file	include_in_volume	is_reader_facing	adjudication_status	verdict	adjudication_memo	chronology_profile	chronology_card	chronology_has_reciprocal_boundary	chronology_summary	action_status	capr_evidence	chronology_problem	staging_notes
SC025	active	historical_sound_change	Early Anglo-Frisian	SC025		yes	EAFLongANasalRounding	North Sea Germanic nasalization of long a before a nasal	NSGmc Long A Nasalization (*a-long > *a-nasal-long / _N)	Early Anglo-Frisian	North Sea Germanic	eaf	north_sea_germanic	B	025-long-a-nasal-rounding.md	yes	yes	adjudicated	SPLIT/REFORMULATE	Germanic/docs/sound_changes/audits/sc025-sc104-nasalized-low-vowel-adjudication.md	one_sided_chronology	Germanic/docs/sound_changes/order_tests/chronology_cards/SC025-eaf-long-a-nasal-rounding.md	no	Reformulated and split by the nasalized-low-vowel adjudication: this rule now performs NASALIZATION only (*a-long > nasalized *a-long before a nasal); the rounding to *o-long is the separate later Anglo-Frisian change SC104. Earlier boundary: fed by SC024 (displacement of SC024 after this rule yields **manath, **spaan). Later boundary: it must precede SC004 EAFAiMonophthongization, demonstrated by displacing SC004 before this rule, which wrongly rounds the new *a-long < *ai (stone -> **ston, home -> **hom); *a-long < *ai arose only after nasalization (Campbell §132 pp.52-53; R/T pp.169-170). It feeds SC104: stating SC025 after SC104 strands the nasalized vowel and month and spoon are rejected.	reformulate_implemented	sc025-sc104-nasalized-low-vowel-adjudication.md; sc024-sc025-sc101-e1-complex-adjudication.md; 018-025-early-nwgmc-unstressed-and-boundary-limited-zone.book-dossier.md	Resolved by the nasalized-low-vowel adjudication. The former scope tension (R/T pp.150-152 North Sea Germanic vs Fulk §4.11 p.72 Anglo-Frisian) arose from conflating two changes. Old Saxon shares the NASALIZATION of stressed low vowels (R/T §5.1.2 p.142) but not the categorical, systematic ROUNDING: it retains *a-long consistently in the inherited PGmc class and shows variable *a-long/*o-long in the Ingvaeonic class (Campbell §119 p.44; Fulk §4.11 p.72). Nasalization is therefore north_sea_germanic and the rounding SC104 is anglo_frisian.	Identifier EAFLongANasalRounding retained as a stable implementation name although the rule now only nasalizes; a behaviour-neutral rename is deferred to an isolated rename pass (the rename gate cannot certify a pass that also reorders). Executable {*a-long} -> {*a-tilde} / _ nasal, stated immediately before SC104 EAFNasalizedLowRounding, SC101 EAFLongAFronting and SC004. Complementary conditioned branch to SC101 (nasal vs non-nasal); their mutual order carries no claim, and is now segmentally moot because SC101 cannot see a nasalized vowel. Witnesses month *me-acute-noth-z > monath and spoon *spe-acute-nuz > spon, via the historically real intermediates *manoth-, *spanuz (R/T p.11) and the nasalized *ma-nasal-n-, *spa-nasal-n-.
SC026	active	historical_sound_change	Northwest Germanic developments	SC026		yes	EAFNasalSpirantLengthening	North Sea Germanic nasal-spirant law (step 1: nasalization and compensatory lengthening)	North Sea Germanic Nasal-Spirant Law (lengthening step)	Northwest Germanic developments	North Sea Germanic	eaf	north_sea_germanic	A	026-027-nasal-spirant-changes.md	yes	yes	adjudicated	SPLIT/RESTRICT/REFORMULATE	Germanic/docs/sound_changes/audits/sc026-sc027-nasal-spirant-adjudication.md	reciprocal_or_near_reciprocal	Germanic/docs/sound_changes/order_tests/chronology_cards/SC026-nwgmc-nasal-spirant-lengthening.md	yes	SC026 < SC027 is an EXECUTABLE DEPENDENCY, not a demonstrated historical relative chronology: the two rules implement one sound change, and the vowel must be read while the conditioning nasal is still present. Witnesses corrected to goose and youth; fist removed (its nasal loss is the pan-Germanic pre-*x change, now SC103). Earlier side remains runner-limited by bundled PWGmcChanges; source chronology places the law after the Anglo-Saxon migration period but before i-umlaut and before the Anglo-Frisian fronting of *a-long (Campbell §121; Fulk §4.11).	split_implemented	sc026-sc027-nasal-spirant-adjudication.md; 026-027-nasal-spirant-corridor.book-dossier.md; 026-027-nasal-spirant-corridor.dossier.md	Domain corrected: the law applies before *f, *th, *s only (Campbell §121 p.47; Fulk §4.11; Sievers-Brunner §186.1; R/T 2014 §5.1.1 pp.139-41, some thirty-odd examples, none with *x). Nasal loss before *x is the earlier pan-Germanic change split out as SC103 (Campbell §119 p.44; Fulk §4.1).	One historical sound change implemented as two ordered transducer operations (SC026 then SC027); canonical_change_id SC026 is shared with SC027 to record the single historical identity. Restricted to *mf/*nth/*ns; input vowels narrowed to *a, *i, *u (+ stressed variants) since *e and *o do not occur before nasal + obstruent in Germanic (Fulk §4.1) and *ae arises far later. The *a -> *o-long mapping telescopes NSGmc lengthening with the Anglo-Frisian rounding of nasalized *a-long; see the SC025 cross-complex follow-up in the memo. Corpus outputs unchanged. Nasalized-low-vowel adjudication: the low-vowel branch now outputs nasalized long *a-ogonek-macron (transducer symbol {*a-tilde}) rather than *o-long; the rounding is the later Anglo-Frisian SC104. The one-law verdict for SC026/SC027 is unchanged.
SC027	active	historical_sound_change	Northwest Germanic developments	SC026		yes	EAFNasalSpirantLoss	North Sea Germanic nasal-spirant law (step 2: loss of the nasal)	North Sea Germanic Nasal-Spirant Law (nasal-loss step)	Northwest Germanic developments	North Sea Germanic	eaf	north_sea_germanic	A	026-027-nasal-spirant-changes.md	yes	yes	adjudicated	SPLIT/RESTRICT/REFORMULATE	Germanic/docs/sound_changes/audits/sc026-sc027-nasal-spirant-adjudication.md	reciprocal_or_near_reciprocal	Germanic/docs/sound_changes/order_tests/chronology_cards/SC027-nwgmc-nasal-spirant-loss.md	yes	Second executable operation of the single North Sea Germanic nasal-spirant law; its dependency on SC026 is computational (SC026 needs the nasal SC027 deletes), not a demonstrated historical interval. Witnesses corrected to goose and youth; fist removed. Later search reached SC087 with no real break.	split_implemented	sc026-sc027-nasal-spirant-adjudication.md; 026-027-nasal-spirant-corridor.book-dossier.md; 026-027-nasal-spirant-corridor.dossier.md	Domain corrected to *f, *th, *s (Campbell §121 p.47; Fulk §4.11; Sievers-Brunner §186.1). Nasal loss before *x split out as the pan-Germanic SC103 (Campbell §119 p.44; Fulk §4.1).	Second step of the SC026 historical identity (canonical_change_id SC026); not an independently reconstructible sound change. Keep SC026 < SC027 as an executable dependency. Corpus outputs unchanged.
SC028	active	historical_sound_change	Northern West Germanic	SC028		yes	PNWGmcPreconsonantalXLoss	Northern West Germanic *xs-Cluster Simplification	N-WGmc *xs-Cluster Simplification (*xsC > *sC)	Northern West Germanic	Northern West Germanic	pwgmc	north_wgmc	B	028-preconsonantal-x-loss.md	yes	yes	adjudicated	RETAIN/REORDER	Germanic/docs/sound_changes/audits/sc028-xs-cluster-simplification-adjudication.md	negative_boundary	Germanic/docs/sound_changes/order_tests/chronology_cards/SC028-nwgmc-preconsonantal-x-loss.md	no	Post-Proto-Germanic (Gothic bi-niuhsjan, saihsta retain the *h) and pre-breaking (R/T p.158: the undiphthongized vowels of waestm and thisl "can be accounted for only by supposing that these *h were lost before breaking took place"). R/T p.157 place it after the PWGmc *-CijV- syncope, which is what creates the *sj of *niuhsjan, so it is now composed immediately after PWGmcSyllabicJ. Fed by SC103 PGmcNasalLossBeforeX, which creates the *xst cluster of fist (*funxstiz > *fuxstiz); the two are separate historical changes, since Gothic underwent SC103 but not this one. Restaged out of the North Sea Germanic corridor, where it had wrongly followed the Ingvaeonic nasal-spirant law.	restaged_implemented	sc028-xs-cluster-simplification-adjudication.md; 028-030-glide-and-fronting-entry.book-dossier.md	Campbell sec.417 p.170: "When a consonant follows, xs > s in OE" (waestm, -waesma, North. sesta), and the change "is found in all West Gmc. languages, and in North Gmc." (ON isl, ON nysa, OS weslon, OS wastum, OS niustan, OHG niusen, OS/OHG lastar < *laxstra-). Brunner sec.221.2 p.184 adds that the following consonant may also be *j (neos(i)an, thisl, waesma, waestm, Nhb. sesta) and that x stays in wrixlan, where the l is vocalic. Bulbring sec.527 p.215: "xs vor Konsonanten in der Regel zu s". R/T pp.157-158 give PGmc *niuhsijana > PWGmc *niusjan > OE neosan, *sehsto > Nhb. sesta, *thihslu > OE thisl, (post-)PWGmc *wahstm > OE waestm, and conclude that *h was lost "possibly variably, possibly only in some dialects, when followed by two or more consonants"; they read it as a shared northern WGmc change but allow that the North Germanic agreement is partly parallel drift. NOT Proto-Germanic: Gothic retains the *h (bi-niuhsjan, saihsta). For fist itself the cognate set is West Germanic only (Kroonen p.160 *funhsti-: OE fyst, OHG fust, G Faust, Du. vuist, MDu. vuust; Orel p.157 *funxwstiz adds OFris fest, OS fust); no Gothic or ON reflex of this lexeme is attested, so the stage is set from *niuhsjan/*sehsto/*thihslu, not from fist.	Adjudicated 2026 (sc028-xs-cluster-simplification-adjudication.md): verdict RETAIN/REORDER, with restaging. The executable structural description {*x} -> 0 || _ {*s} EnglishStarConsonant was found to be CORRECT and is unchanged; what was wrong was the description around it. The display name "Preconsonantal *x Loss" overstated the rule, which is not a general preconsonantal *x-loss but the *xs + consonant cluster simplification of Campbell sec.417. The reader chapter's Campbell sec.461 citation (fleam, hela) was a conflation with a different change - the OE loss of *h between vowels and between vowel and voiced consonant (Campbell sec.461 p.186, Bulbring sec.528 p.215) - and has been removed. Stage corrected from pnwgmc/pan_pnwgmc to pwgmc/north_wgmc following R/T pp.157-158. Confidence lowered A to B: the existence of the change is not in doubt, but its exact dating is, since R/T explicitly allow that the North Germanic agreement is partly parallel drift and that the loss may have been variable or dialect-limited. Moved out of the Ingvaeonic corridor to immediately after PWGmcSyllabicJ; the move is output-equivalent (no lexical output changed). Foma identifier PNWGmcPreconsonantalXLoss retained as a stable implementation name; it is now a misnomer on both counts and its rename is deferred to an isolated behaviour-neutral pass.
SC029	active	historical_sound_change	Old English	SC029		yes	OEAwjGlideFormation	Pre-OE resolution of *awj to *auj	Pre-OE *awj Resolution (*aw(w)j > *auj)	Old English	Old English	preoe	english_specific	B	029-030-awj-glide-and-au-fronting.md	yes	yes	adjudicated	RETAIN	Germanic/docs/sound_changes/audits/sc029-sc030-awj-resolution-and-au-fronting-adjudication.md	reciprocal_or_near_reciprocal	Germanic/docs/sound_changes/order_tests/chronology_cards/SC029-oe-awj-glide-formation.md	yes	Reversal of the West Germanic gemination of *w before *j, restoring the diphthong: PNWGmc *awj > PWGmc *[aw'w'] > pre-OE *[auj] (R/T p.53 §3.1.3 'it was reversible'; Campbell §120.2 p.46 'auj > auuj > auj'). Feeds SC030, which then treats the new *au exactly like inherited *au (R/T p.173 'These new *au also underwent the development to éa').	metadata_corrected	sc029-sc030-awj-resolution-and-au-fronting-adjudication.md; 028-030-glide-and-fronting-entry.book-dossier.md	RETRACTED: the previous entry claimed these are historically post-AF-brightening OE diphthong developments executing too early. That was a misidentification. SC030 IS Anglo-Frisian brightening applied to the first element of the diphthong *au (Campbell §132 p.52 lists 'West Gmc. a > OE æ; West Gmc. au > OE æu' as one and the same ordered step; Fulk §4.12 p.73 'This fronting of a applied also to the diphthong au in OE'), so it is contemporaneous with SC043 and not later than it. EAFBrightening was compiled alone and applied to *x*áu*j*ą, *l*áu*b*ą and *s*t*r*áu*j*a, leaving all three unchanged while fronting *d*á*g*a → *d*æ*g*a: every element of EnglishStarConsonant begins with '*', so no clause can find its context inside the digraph {*áu}. SC030 and SC043 are provably non-interacting and their order is free. SC029/SC030 execute immediately after SC004 EAFAiMonophthongization, which reproduces Campbell §132's own steps (2) then (3). No reorder is required and the anticipated SC031-SC034/SC043 corridor problem does not exist.	Adjudicated 2026 (sc029-sc030-awj-resolution-and-au-fronting-adjudication.md): verdict RETAIN, no reorder, no rule change, no output change. The executable rule is correct; the description around it was not. 'Glide formation' is a misnomer twice over: the change is the undoing of a West Germanic gemination, and its effect is to make the glide vocalic. Stage preoe and scope english_specific are confirmed (OHG houwi, gistrouwen and OS hoi retain the geminate, R/T p.173). Confidence stays B for a restated reason: that *auj was the pre-OE input is secure (both camps converge), but whether a discrete change occurred holds only on the gemination account, since Fulk §4.10 n.1 denies *w ever geminated before *j; Luick's own verdict is 'wahrscheinlich aber nicht strikte zu erweisen'. Live census is 2 of 386 rows (hay geminate branch, strew singleton branch); the two unstressed branches have no witness. The geminate/singleton split reflects two reconstruction depths in the corpus, not two mechanisms: hay's *xáwwją puts a West Germanic geminate in a PGmc slot (R/T p.173 give PGmc *hawja, cf. Goth. hawi, ON hey) while CAPR's own PWGmcJGemination excludes *w. Correcting that protoform is deferred; it entangles the unmodelled WGmc gemination of *w. Foma identifier OEAwjGlideFormation retained; rename deferred to an isolated behaviour-neutral pass.
SC030	active	historical_sound_change	Old English	SC030		yes	OEAuFronting	English brightening of *au to *æu	English *au Brightening (*au > *æu)	Old English	Old English	preoe	english_specific	A	029-030-awj-glide-and-au-fronting.md	yes	yes	adjudicated	RETAIN	Germanic/docs/sound_changes/audits/sc029-sc030-awj-resolution-and-au-fronting-adjudication.md	reciprocal_or_near_reciprocal	Germanic/docs/sound_changes/order_tests/chronology_cards/SC030-oe-au-fronting.md	yes	Anglo-Frisian brightening applied to the first element of the diphthong *au, restricted to English. Campbell §132 p.52 groups 'West Gmc. a > OE æ; West Gmc. au > OE æu' in one ordered step; Fulk §4.12 p.73 makes it one fronting; R/T p.172 supply the *æu intermediate that CAPR encodes as *aeu. Scope is English, not Anglo-Frisian: OFris has ā with no fronting (OE ēac, ēage, bēam : OFris āk, āge, bām), and OE gēac has a palatalized initial where OFris gāk has none (Fulk §4.12 p.73; R/T p.172). Fed by SC029; feeds SC032, where R/T p.172's 'first tensed and fronted to æu ... later the offglide was unrounded and lowered' gives the historical direction.	metadata_corrected	sc029-sc030-awj-resolution-and-au-fronting-adjudication.md; 028-030-glide-and-fronting-entry.book-dossier.md	RETRACTED: the previous entry claimed these are historically post-AF-brightening OE diphthong developments executing too early. That was a misidentification. SC030 IS Anglo-Frisian brightening applied to the first element of the diphthong *au (Campbell §132 p.52 lists 'West Gmc. a > OE æ; West Gmc. au > OE æu' as one and the same ordered step; Fulk §4.12 p.73 'This fronting of a applied also to the diphthong au in OE'), so it is contemporaneous with SC043 and not later than it. EAFBrightening was compiled alone and applied to *x*áu*j*ą, *l*áu*b*ą and *s*t*r*áu*j*a, leaving all three unchanged while fronting *d*á*g*a → *d*æ*g*a: every element of EnglishStarConsonant begins with '*', so no clause can find its context inside the digraph {*áu}. SC030 and SC043 are provably non-interacting and their order is free. SC029/SC030 execute immediately after SC004 EAFAiMonophthongization, which reproduces Campbell §132's own steps (2) then (3). No reorder is required and the anticipated SC031-SC034/SC043 corridor problem does not exist.	Adjudicated 2026 (sc029-sc030-awj-resolution-and-au-fronting-adjudication.md): verdict RETAIN, no reorder, no rule change, no output change. Re-identified as brightening of the diphthong rather than a separate OE fronting; kept as a row distinct from SC043 because the isoglosses differ, brightening of plain *a being shared with Old Frisian while brightening of the first element of *au is not. Stage preoe and scope english_specific confirmed correct. Confidence raised B to A: existence, domain, stage and scope are each independently secure across Campbell §132 p.52, Fulk §4.12 p.73 and R/T p.172, and the corpus supplies 16 independent inherited-*au witnesses. Live census is 18 of 386 rows, 16 inherited *au (believe, bow x2, bread, dream, flea, head, leaf, leek, lye, need, reek, seam, shove, stream, team) and only 2 secondary from SC029 (hay, strew), so the rule's historical identity is that of the general *au change and must not be read off hay and strew. The unstressed {*au} branch has no witness. Residual uncertainty is not about SC030 but about where the SC030/SC032 split falls, since Fulk collapses au > ēa into one step. Foma identifier OEAuFronting retained; rename deferred.
SC031	active	historical_sound_change	Old English	SC031		yes	OEWWSimplification	OE WW Simplification		Old English	Old English	ws_oe	west_saxon	A	031-ww-simplification.md	yes	yes	unadjudicated			mixed	Germanic/docs/sound_changes/order_tests/chronology_cards/SC031-oe-ww-simplification.md	yes	Earlier computational break crosses bundled PWGmcChanges and is technical/scaffolding; later boundary reciprocates SC034 earlier around dew and hew.	no_known_problem	031-034-west-saxon-diphthong-chain.book-dossier.md	none	West Saxon specific diphthong simplification chain; four SCs covered together; all are WS OE stage
SC032	active	historical_sound_change	Old English	SC032		yes	OEDiphthongLeveling	OE Diphthong Leveling		Old English	Old English	ws_oe	west_saxon	A	032-diphthong-leveling.md	yes	yes	unadjudicated			reciprocal_or_near_reciprocal	Germanic/docs/sound_changes/order_tests/chronology_cards/SC032-oe-diphthong-leveling.md	yes	Earlier boundary reciprocates SC030 later, and the 18-row earlier failure set should be narrated as no-output (`+?`) derivations rather than as surface forms.	no_known_problem	031-034-west-saxon-diphthong-chain.book-dossier.md	none	West Saxon specific diphthong simplification chain; four SCs covered together; all are WS OE stage
SC033	active	historical_sound_change	Old English	SC033		yes	OEEwLongDiphthong	OE Ew Long Diphthong		Old English	Old English	ws_oe	west_saxon	A	033-long-eow-diphthong.md	yes	yes	unadjudicated			mixed	Germanic/docs/sound_changes/order_tests/chronology_cards/SC033-oe-ew-long-diphthong.md	no	Earlier computational break crosses bundled PWGmcChanges and is technical/scaffolding; later boundary is an ordinary chronology boundary but broad/far across SC044.	no_known_problem	031-034-west-saxon-diphthong-chain.book-dossier.md	none	West Saxon specific diphthong simplification chain; four SCs covered together; all are WS OE stage
SC034	active	historical_sound_change	Old English	SC034		yes	OEAwLongDiphthong	OE Aw Long Diphthong		Old English	Old English	ws_oe	west_saxon	A	034-long-eaw-diphthong.md	yes	yes	unadjudicated			reciprocal_or_near_reciprocal	Germanic/docs/sound_changes/order_tests/chronology_cards/SC034-oe-aw-long-diphthong.md	yes	Earlier boundary reciprocates SC031 later; later boundary is a broader six-row ordinary chronology relation across SC043.	no_known_problem	031-034-west-saxon-diphthong-chain.book-dossier.md	none	West Saxon specific diphthong simplification chain; four SCs covered together; all are WS OE stage
SC035	active	historical_sound_change	Old English	SC035	OEPrefixAReduction	yes	OEPrefixAReduction	OE Prefix A Reduction Early		Old English	Old English	oe	english_specific	A	035-037-prefix-and-compound-adjustments.md	yes	yes	unadjudicated			one_sided_chronology	Germanic/docs/sound_changes/order_tests/chronology_cards/SC035-oe-prefix-a-reduction-early.md	no	No earlier ordinary chronology break was found before bundled PWGmcChanges; later side is a one-sided chronology boundary across SC043.	no_known_problem	035-037-prefix-and-compound-adjustments.book-dossier.md	none	OE prefix a-reduction and compound inter-stress raising and syncope; SC038 (weight markers) is technical with no reader-facing file
SC036	active	historical_sound_change	Old English	SC036		yes	OEInterStressRaising	OE Inter Stress Raising		Old English	Old English	oe	english_specific	A	035-037-prefix-and-compound-adjustments.md	yes	yes	unadjudicated			broad_far	Germanic/docs/sound_changes/order_tests/chronology_cards/SC036-oe-inter-stress-raising.md	no	Earlier boundary is an ordinary chronology relation but relatively far back across SC019; later side is a one-sided chronology boundary across SC040.	no_known_problem	035-037-prefix-and-compound-adjustments.book-dossier.md	none	OE prefix a-reduction and compound inter-stress raising and syncope; SC038 (weight markers) is technical with no reader-facing file
SC037	active	historical_sound_change	Old English	SC037		yes	OECompoundLinkingSyncope	OE Compound Linking Syncope		Old English	Old English	oe	english_specific	A	035-037-prefix-and-compound-adjustments.md	yes	yes	unadjudicated			runner_limited_or_technical	Germanic/docs/sound_changes/order_tests/chronology_cards/SC037-oe-compound-linking-syncope.md	no	Earlier side has no ordinary chronology break before bundled PWGmcChanges; later computational break crosses technical-marker SC038 and is technical/scaffolding.	no_known_problem	035-037-prefix-and-compound-adjustments.book-dossier.md	none	OE prefix a-reduction and compound inter-stress raising and syncope; SC038 (weight markers) is technical with no reader-facing file
SC038	active	technical_marker	Old English	SC038		no	OEStripSecondaryStress	OE Strip Secondary Stress		Old English	Technical					appendix	no	unadjudicated										
SC039	active	historical_sound_change	Old English	SC039		yes	OEWICombinativeUUmlaut	OE WI Combinative U Umlaut		Old English	Old English	oe	english_specific	A	039-040-medial-unstressed-vowel-changes.md	yes	yes	unadjudicated			reciprocal_or_near_reciprocal	Germanic/docs/sound_changes/order_tests/chronology_cards/SC039-oe-wi-combinative-u-umlaut.md	yes	No earlier ordinary chronology break was found before bundled PWGmcChanges; later boundary reciprocates SC040 earlier around widow.	no_known_problem	039-041-medial-lowering-and-final-loss-bridge.book-dossier.md	none	OE combinative u-umlaut and medial unstressed u-lowering; SC038 skip noted
SC040	active	historical_sound_change	Old English	SC040		yes	OEMedUnstressedULowering	OE Med Unstressed U Lowering		Old English	Old English	oe	english_specific	A	039-040-medial-unstressed-vowel-changes.md	yes	yes	unadjudicated			mixed	Germanic/docs/sound_changes/order_tests/chronology_cards/SC040-oe-med-unstressed-u-lowering.md	yes	Earlier boundary reciprocates SC039 later; later boundary is an ordinary chronology relation but broad/far across SC072.	no_known_problem	039-041-medial-lowering-and-final-loss-bridge.book-dossier.md	none	OE combinative u-umlaut and medial unstressed u-lowering; SC038 skip noted
SC041	active	historical_sound_change	Old English	SC041		yes	PWGmcFinalBareALoss	PWGmc Final Bare A Loss		Old English	Proto-West Germanic	pwgmc	pan_wgmc	B	041-final-bare-a-loss.md	yes	yes	unadjudicated			broad_far	Germanic/docs/sound_changes/order_tests/chronology_cards/SC041-pwgmc-final-bare-a-loss.md	no	Earlier boundary is far from current order and should be narrated as a broad computational limit.	reader_facing_order_adjustment	039-041-medial-lowering-and-final-loss-bridge.book-dossier.md	Labeled PWGmc but applied late in the cascade, after the OE changes; historical stage is early but the cascade placement is late for computational reasons	Explained in book entry plan; Ch2 placement correct historically
SC042	active	historical_sound_change	Old English	SC042		yes	PWGmcSurvivingBimoricOUnrounding	PWGmc Surviving Bimoric O Unrounding		Old English	Proto-West Germanic	pwgmc	pan_wgmc	B	042-surviving-bimoric-o-unrounding.md	yes	yes	unadjudicated			reciprocal_or_near_reciprocal	Germanic/docs/sound_changes/order_tests/chronology_cards/SC042-pwgmc-surviving-bimoric-o-unrounding.md	yes	-	reader_facing_order_adjustment	042-048-post-brightening-region.book-dossier.md	Labeled PWGmc but applied late in cascade; same issue as SC041	Ch2 placement correct historically
SC043	active	historical_sound_change	Old English	SC043		yes	EAFBrightening	Anglo-Frisian brightening	Anglo Frisian Brightening	Old English	Old English	eaf	anglo_frisian	A	043-anglo-frisian-brightening.md	yes	yes	unadjudicated			reciprocal_or_near_reciprocal	Germanic/docs/sound_changes/order_tests/chronology_cards/SC043-anglo-frisian-brightening.md	yes	-	rename_completed	043-anglo-frisian-brightening.book-dossier.md; 042-048-post-brightening-region.book-dossier.md	Renamed AngloFrisianBrightening -> EAFBrightening (EAF stage; behaviour-neutral); the central Anglo-Frisian/Ingvaeonic sound change; conventional name 'Anglo-Frisian brightening' retained in book	Ch3, early; the defining Anglo-Frisian change; pivot for Chapter 3 narrative; inventory historical_stage field (oe) still needs separate correction to af/eaf
SC044	active	historical_sound_change	Old English	SC044		yes	OEBreaking	OE Breaking		Old English	Old English	oe	english_specific	A	044-045-breaking-and-velar-fricative-palatalization.md	yes	yes	unadjudicated			reciprocal_or_near_reciprocal	Germanic/docs/sound_changes/order_tests/chronology_cards/SC044-oe-breaking.md	yes	-	no_known_problem	042-048-post-brightening-region.book-dossier.md	none	OE post-brightening vowel breaking and consonantal palatalization; both SCs share OE stage
SC045	active	historical_sound_change	Old English	SC045		yes	OEVelarFricativePalatalization	OE Velar Fricative Palatalization		Old English	Old English	oe	english_specific	A	044-045-breaking-and-velar-fricative-palatalization.md	yes	yes	unadjudicated			reciprocal_or_near_reciprocal	Germanic/docs/sound_changes/order_tests/chronology_cards/SC045-oe-velar-fricative-palatalization.md	yes	-	no_known_problem	042-048-post-brightening-region.book-dossier.md	none	OE post-brightening vowel breaking and consonantal palatalization; both SCs share OE stage
SC046	active	historical_sound_change	Old English	SC046		yes	OEARestoration	OE A Restoration		Old English	Old English	oe	english_specific	A	046-048-restoration-and-nasal-tail-changes.md	yes	yes	unadjudicated			mixed	Germanic/docs/sound_changes/order_tests/chronology_cards/SC046-oe-a-restoration.md	no	-	no_known_problem	042-048-post-brightening-region.book-dossier.md	none	OE a-restoration, heavy syllable nasal apocope, and secondary nasalization; covered by post-brightening region dossier
SC047	active	historical_sound_change	Old English	SC047		yes	OEHeavySyllableNasalApocope	OE Heavy Syllable Nasal Apocope		Old English	Old English	oe	english_specific	A	046-048-restoration-and-nasal-tail-changes.md	yes	yes	unadjudicated			mixed	Germanic/docs/sound_changes/order_tests/chronology_cards/SC047-oe-heavy-syllable-nasal-apocope.md	yes	Later boundary carries the reciprocal 87-row broad -en failure set with SC048 earlier.	no_known_problem	042-048-post-brightening-region.book-dossier.md	none	OE a-restoration, heavy syllable nasal apocope, and secondary nasalization; covered by post-brightening region dossier
SC048	active	historical_sound_change	Old English	SC048		yes	OESecondaryNasalization	OE Secondary Nasalization		Old English	Old English	oe	english_specific	A	046-048-restoration-and-nasal-tail-changes.md	yes	yes	unadjudicated			mixed	Germanic/docs/sound_changes/order_tests/chronology_cards/SC048-oe-secondary-nasalization.md	yes	Earlier boundary carries the reciprocal 87-row broad -en failure set with SC047 later.	no_known_problem	042-048-post-brightening-region.book-dossier.md	none	OE a-restoration, heavy syllable nasal apocope, and secondary nasalization; covered by post-brightening region dossier
SC049	active	historical_sound_change	Old English	SC049		yes	PGmcBAllophony	PGmc B Allophony		Old English	Proto-Germanic	pgmc	pan_germanic	A	049-pgmc-b-allophony.md	yes	yes	unadjudicated			one_sided_chronology	Germanic/docs/sound_changes/order_tests/chronology_cards/SC049-pgmc-b-allophony.md	no	Earlier boundary is one-sided across SC037; later search reached SC087 with no real break and must not be narrated as a must-precede claim.	possible_fst_reorder_later	049-050-onset-allophony-and-sievers-law-bridge.book-dossier.md	Historically PGmc but placed late in the cascade for computational reasons; the executable placement diverges from the historical stage; now in Chapter 1 reader-facing	Split from 049-050 into standalone 049-pgmc-b-allophony.md; Chapter 1
SC050	active	historical_sound_change	Old English	SC050		yes	SieversLawSyncope	Sievers Law Syncope		Old English	Proto-West Germanic	pwgmc	pan_wgmc	B	050-pwgmc-sievers-law-syncope.md	yes	yes	unadjudicated			reciprocal_or_near_reciprocal	Germanic/docs/sound_changes/order_tests/chronology_cards/SC050-sievers-law-syncope.md	yes	Earlier side is blocked by the runner entering bundled PWGmcChanges; later side is the ordinary chronology constraint.	stage_metadata_review_later	049-050-onset-allophony-and-sievers-law-bridge.book-dossier.md	Provisionally PWGmc but cascade-checkpointed in OE section; book entry plan notes this	Split from 049-050 into standalone 050-pwgmc-sievers-law-syncope.md; Chapter 2
SC051	active	historical_sound_change	Old English	SC051		yes	OESkPalatalization	OE Sk Palatalization		Old English	Old English	oe	english_specific	A	051-sk-palatalization.md	yes	yes	unadjudicated			mixed	Germanic/docs/sound_changes/order_tests/chronology_cards/SC051-oe-sk-palatalization.md	no	-	no_known_problem	051-oe-sk-palatalization.book-dossier.md	none	OE palatalization of sk cluster; no staging issue
SC052	active	historical_sound_change	Old English	SC052		yes	OEVelarPalatalization	OE Velar Palatalization		Old English	Old English	oe	english_specific	A	052-velar-palatalization.md	yes	yes	unadjudicated			reciprocal_or_near_reciprocal	Germanic/docs/sound_changes/order_tests/chronology_cards/SC052-oe-velar-palatalization.md	yes	-	no_known_problem	052-velar-palatalization-hinge.book-dossier.md	none	OE velar stop palatalization; no staging issue
