UNIT_ID	TITLE	CHANGE_IDS	REPORT_PATH	STATUS	SOURCE_CARD_PATHS	SOURCE_DOSSIER_PATHS	CHRONOLOGY_STATUS	LITERATURE_STATUS	RECOMMENDED_TREATMENT	ASSEMBLY_BEHAVIOR	NOTES
023	N-stem n-loss note	SC023	full/023-n-stem-n-loss-note.md	full	Germanic/docs/sound_changes/order_tests/chronology_cards/SC023-nwgmc-n-stem-n-loss.md	Germanic/docs/sound_changes/literature_dossiers/018-025-early-nwgmc-unstressed-and-boundary-limited-zone.review-dossier.md;Germanic/docs/sound_changes/book_dossiers/018-025-early-nwgmc-unstressed-and-boundary-limited-zone.book-dossier.md	one-sided singleton with runner-bounded earlier side and real but broad/far `SC023 < SC047` via `do`, where delaying the rule collapses the derivation to no output; bundled `PWGmcChanges` remains a runner limitation, not a historical boundary	review and book dossiers drafted	keep as a short singleton full note; keep promoted SC046-SC048 as a rightward cross-reference only and do not build a non-contiguous chapter	assemble_production_report	SC023 is now promoted as the second singleton full report from the split early NWGmc zone. The note stays architectural and modest: its one real outward chronology link points to SC047, while its left edge remains runner-bounded rather than historically fixed.
024	Long e-lowering note	SC024	full/024-long-e-lowering-note.md	full	Germanic/docs/sound_changes/order_tests/chronology_cards/SC024-nwgmc-long-e-lowering.md	Germanic/docs/sound_changes/literature_dossiers/018-025-early-nwgmc-unstressed-and-boundary-limited-zone.review-dossier.md;Germanic/docs/sound_changes/book_dossiers/018-025-early-nwgmc-unstressed-and-boundary-limited-zone.book-dossier.md	one-sided singleton with runner-bounded earlier side and real but broad/far `SC024 < SC056` via `sheep` and `year` (`sċīep` / `ġīer` vs. `sċēap` / `ġēar`); bundled `PWGmcChanges` remains a runner limitation, not a historical boundary	review and book dossiers drafted	keep as a short singleton full note; keep promoted SC055-SC056 as a rightward cross-reference only and do not build a non-contiguous chapter	assemble_production_report	SC024 is now promoted as the third singleton full report from the split early NWGmc zone. The note stays architectural and modest: its one real outward chronology link points to SC056, while its left edge remains runner-bounded rather than historically fixed.
025	Long e nasal-rounding note	SC025	full/025-long-e-nasal-rounding-note.md	full	Germanic/docs/sound_changes/order_tests/chronology_cards/SC025-nwgmc-long-e-nasal-rounding.md	Germanic/docs/sound_changes/literature_dossiers/018-025-early-nwgmc-unstressed-and-boundary-limited-zone.review-dossier.md;Germanic/docs/sound_changes/book_dossiers/018-025-early-nwgmc-unstressed-and-boundary-limited-zone.book-dossier.md	boundary-limited on both sides; earlier search stops at bundled `PWGmcChanges`, later search reaches the SC087 boundary with no real break; keep the long-`ē`-before-nasal background visible without turning either side into positive chronology	review and book dossiers drafted	keep as a short finished singleton note; keep bundled `PWGmcChanges` and the SC087 search boundary as methodological limits rather than historical chronology, and do not merge the rule into SC024 or SC026-SC027	assemble_production_report	SC025 is now promoted as a short finished singleton note. It remains historically legible enough to stay visible before SC026-SC027, but its current card still yields no positive first-break boundary on either side.
026-027	Nasal spirant corridor	SC026;SC027	full/026-027-nasal-spirant-corridor.md	full	Germanic/docs/sound_changes/order_tests/chronology_cards/SC026-nwgmc-nasal-spirant-lengthening.md;Germanic/docs/sound_changes/order_tests/chronology_cards/SC027-nwgmc-nasal-spirant-loss.md	Germanic/docs/sound_changes/literature_dossiers/026-027-nasal-spirant-corridor.dossier.md;Germanic/docs/sound_changes/book_dossiers/026-027-nasal-spirant-corridor.book-dossier.md	strong local reciprocal pair	literature and book dossiers drafted	keep as paired full production report	assemble_production_report	SC026-SC027 has now been promoted from scaffold to a full paired production report.
028	Preconsonantal x-loss note	SC028	full/028-preconsonantal-x-loss-note.md	full	Germanic/docs/sound_changes/order_tests/chronology_cards/SC028-nwgmc-preconsonantal-x-loss.md	Germanic/docs/sound_changes/literature_dossiers/028-030-glide-and-fronting-entry.dossier.md;Germanic/docs/sound_changes/book_dossiers/028-030-glide-and-fronting-entry.book-dossier.md	historically legible preconsonantal `x`-loss note with no positive first-break boundary on either side; earlier search stops at bundled `PWGmcChanges`, later search reaches the SC087 boundary with no real break	literature and book dossiers drafted	keep as a short finished singleton note immediately before the promoted SC029-SC030 core; keep bundled `PWGmcChanges` and the SC087 search boundary as methodological limits rather than historical chronology, and do not merge it into SC026-SC027 or SC029-SC030	assemble_production_report	SC028 is now promoted as a short finished singleton note. Keep it visible through the Campbell and Ringe-Taylor background, but do not turn either side of its chronology card into a positive historical boundary.
029-030	Awj glide and au-fronting core	SC029;SC030	full/029-030-awj-glide-and-au-fronting-core.md	full	Germanic/docs/sound_changes/order_tests/chronology_cards/SC029-oe-awj-glide-formation.md;Germanic/docs/sound_changes/order_tests/chronology_cards/SC030-oe-au-fronting.md	Germanic/docs/sound_changes/literature_dossiers/028-030-glide-and-fronting-entry.dossier.md;Germanic/docs/sound_changes/book_dossiers/028-030-glide-and-fronting-entry.book-dossier.md	tight local glide/fronting core: reciprocal `SC029 < SC030` via `hay` / `strew`, with SC029's earlier side runner-bounded at `PWGmcChanges` and SC030 handing forward to SC032 through a broader no-output failure set	literature and book dossiers drafted	keep as a narrow adjacent full report; keep SC028 as a separate left note and treat SC032 as a rightward cross-reference rather than chapter architecture	assemble_production_report	SC029-SC030 is now promoted as the compact local glide/fronting seam. SC029 remains the one-sided `hay` / `strew` feeder, SC030 is the source-backed fronting center, and the later SC032 relation stays a handoff into the already promoted diphthong chain rather than a reason to merge reports.
031-034	West Saxon diphthong chain	SC031;SC032;SC033;SC034	full/031-034-west-saxon-diphthong-chain.md	full	Germanic/docs/sound_changes/order_tests/chronology_cards/SC031-oe-ww-simplification.md;Germanic/docs/sound_changes/order_tests/chronology_cards/SC032-oe-diphthong-leveling.md;Germanic/docs/sound_changes/order_tests/chronology_cards/SC033-oe-ew-long-diphthong.md;Germanic/docs/sound_changes/order_tests/chronology_cards/SC034-oe-aw-long-diphthong.md	Germanic/docs/sound_changes/literature_dossiers/031-034-west-saxon-diphthong-chain.dossier.md;Germanic/docs/sound_changes/book_dossiers/031-034-west-saxon-diphthong-chain.book-dossier.md	strong local core with weaker flanks	literature and book dossiers drafted	keep as cautious four-change full production report	assemble_production_report	The unit is now promoted as a cautious West Saxon diphthongal corridor: `SC031`/`SC034` form the local reciprocal core, while `SC032`/`SC033` are retained inside the report as subordinate or flank material.
035-037	Prefix and compound adjustments	SC035;SC036;SC037	full/035-037-prefix-and-compound-adjustments.md	full	Germanic/docs/sound_changes/order_tests/chronology_cards/SC035-oe-prefix-a-reduction-early.md;Germanic/docs/sound_changes/order_tests/chronology_cards/SC036-oe-inter-stress-raising.md;Germanic/docs/sound_changes/order_tests/chronology_cards/SC037-oe-compound-linking-syncope.md	Germanic/docs/sound_changes/literature_dossiers/035-037-prefix-and-compound-adjustments.dossier.md;Germanic/docs/sound_changes/book_dossiers/035-037-prefix-and-compound-adjustments.book-dossier.md	cautious adjacent bridge with explicit hierarchy: SC035 prefix flank, SC036 source-backed center (`SC019 < SC036 < SC040`), SC037 compound/technical flank with only technical-marker SC038 on its own card	literature and book dossiers drafted	keep as grouped full bridge report for now; future narrowing around SC036 remains optional but is not needed now	assemble_production_report	SC035-SC037 is now promoted as a cautious adjacent derivational bridge. SC036 carries the report as the strongest source-backed historical center, while SC035 remains a narrow one-sided prefix flank and SC037 remains a compound/technical flank whose `rainbow` links to SC038 and SC049 stay cross-references rather than chapter architecture.
039-040	Medial unstressed vowel core	SC039;SC040	full/039-040-medial-unstressed-vowel-core.md	full	Germanic/docs/sound_changes/order_tests/chronology_cards/SC039-oe-wi-combinative-u-umlaut.md;Germanic/docs/sound_changes/order_tests/chronology_cards/SC040-oe-med-unstressed-u-lowering.md	Germanic/docs/sound_changes/literature_dossiers/039-041-medial-lowering-and-final-loss-bridge.dossier.md;Germanic/docs/sound_changes/book_dossiers/039-041-medial-lowering-and-final-loss-bridge.book-dossier.md	tight local medial-vowel core: reciprocal `SC039 < SC040` via `widow`, with SC040 carrying the broader `world`/`youth` context and a rightward SC072 cross-reference	literature and book dossiers drafted	keep as a narrow adjacent full report; keep bundled `PWGmcChanges` and SC072 as cross-references rather than chapter architecture	assemble_production_report	SC039-SC040 is now promoted as the strongest local seam in this region. SC039 remains the one-sided `widow` flank, SC040 is the source-backed medial-vowel center, and SC041 is deliberately split out as a separate final-loss note rather than treated as a coequal local member.
041	Final bare-a loss note	SC041	full/041-final-bare-a-loss-note.md	full	Germanic/docs/sound_changes/order_tests/chronology_cards/SC041-pwgmc-final-bare-a-loss.md	Germanic/docs/sound_changes/literature_dossiers/039-041-medial-lowering-and-final-loss-bridge.dossier.md;Germanic/docs/sound_changes/book_dossiers/039-041-medial-lowering-and-final-loss-bridge.book-dossier.md	historically real final-loss hinge with broad/far `SC020 < SC041 < SC046` chronology and outward cross-references rather than a tight adjacent reciprocal pair	literature and book dossiers drafted	keep as a short singleton note; keep the SC020 and SC046 links as leftward/rightward cross-references and do not merge it into SC039-SC040, the pilot corridor, or SC046-SC048	assemble_production_report	SC041 is now promoted as a short singleton final-loss note. Its source backing is real, but its chronology remains broad, so the report stays architectural and explicit rather than expanding into a larger non-contiguous chapter.
042	Surviving bimoric O unrounding context	SC042	full/042-surviving-bimoric-o-unrounding-context.md	full	Germanic/docs/sound_changes/order_tests/chronology_cards/SC042-pwgmc-surviving-bimoric-o-unrounding.md	Germanic/docs/sound_changes/literature_dossiers/042-048-post-brightening-region.review-dossier.md;Germanic/docs/sound_changes/book_dossiers/042-048-post-brightening-region.book-dossier.md	narrow two-sided `rest` window: SC020 < SC042 < SC043	regional review and book dossiers drafted	keep as a short singleton full context note between SC041 and SC043; keep SC020 as a leftward cross-reference and do not bundle SC042 non-contiguously with SC044-SC045	assemble_production_report	SC042 is now promoted as a short singleton context note. Its positive chronology is real but witness-limited, so the report stays modest and feeds directly into the promoted SC043 brightening report rather than becoming part of a larger non-adjacent chapter.
043	Anglo-Frisian brightening	SC043	full/043-anglo-frisian-brightening.md	full	Germanic/docs/sound_changes/order_tests/chronology_cards/SC043-anglo-frisian-brightening.md	Germanic/docs/sound_changes/literature_dossiers/043-anglo-frisian-brightening.dossier.md;Germanic/docs/sound_changes/book_dossiers/043-anglo-frisian-brightening.book-dossier.md	strong local standalone report	substantial source material exists	keep as singleton full production report	assemble_production_report	SC043 has now been promoted from scaffold to a full singleton production report after the scaffold review.
044-045	Breaking and velar-fricative palatalization	SC044;SC045	full/044-045-breaking-and-velar-fricative-palatalization.md	full	Germanic/docs/sound_changes/order_tests/chronology_cards/SC044-oe-breaking.md;Germanic/docs/sound_changes/order_tests/chronology_cards/SC045-oe-velar-fricative-palatalization.md	Germanic/docs/sound_changes/literature_dossiers/042-048-post-brightening-region.review-dossier.md;Germanic/docs/sound_changes/book_dossiers/042-048-post-brightening-region.book-dossier.md	strong adjacent pair: SC043 < SC044 < SC045, with later SC060 relation kept as cross-reference	regional review and book dossiers drafted	keep as paired full production report immediately right of SC043	assemble_production_report	SC044-SC045 is now promoted as the strongest adjacent post-brightening pair. SC044 remains the standard handbook center, SC045 is the narrower local velar/fricative partner, and the later `six` relation to SC060 stays a rightward cross-reference rather than chapter architecture.
046-048	Restoration and nasal-tail corridor	SC046;SC047;SC048	full/046-048-restoration-and-nasal-tail-corridor.md	full	Germanic/docs/sound_changes/order_tests/chronology_cards/SC046-oe-a-restoration.md;Germanic/docs/sound_changes/order_tests/chronology_cards/SC047-oe-heavy-syllable-nasal-apocope.md;Germanic/docs/sound_changes/order_tests/chronology_cards/SC048-oe-secondary-nasalization.md	Germanic/docs/sound_changes/literature_dossiers/042-048-post-brightening-region.review-dossier.md;Germanic/docs/sound_changes/book_dossiers/042-048-post-brightening-region.book-dossier.md	cautious adjacent corridor: SC043 < SC046 < SC048 and SC034 < SC047 < SC048 < SC059, with a broad reciprocal SC047-SC048 core	regional review and book dossiers drafted	keep as cautious full corridor report; later narrowing remains optional but no split is needed now	assemble_production_report	SC046-SC048 is now promoted as a cautious adjacent post-brightening corridor. SC046 remains the source-backed restoration hinge, SC047-SC048 is the tighter reciprocal nasal-tail core, and the later SC059 relation stays a rightward cross-reference rather than chapter architecture.
049-050	Onset allophony and Sievers-law bridge	SC049;SC050	full/049-050-onset-allophony-and-sievers-law-bridge.md	full	Germanic/docs/sound_changes/order_tests/chronology_cards/SC049-pgmc-b-allophony.md;Germanic/docs/sound_changes/order_tests/chronology_cards/SC050-sievers-law-syncope.md	Germanic/docs/sound_changes/literature_dossiers/049-050-onset-allophony-and-sievers-law-bridge.dossier.md;Germanic/docs/sound_changes/book_dossiers/049-050-onset-allophony-and-sievers-law-bridge.book-dossier.md	narrow allophonic SC049 with right-facing SC050 bridge	literature and book dossiers drafted	keep as short adjacent chronological bridge report	assemble_production_report	SC049-SC050 is now promoted as a modest adjacent bridge report: SC049 remains the narrow allophonic and compound-specific member with `rainbow`, while SC050 is the historically stronger Sievers-law feeder that must stay before SC052 with `stretch`.
051	OE Sk Palatalization	SC051	full/051-oe-sk-palatalization.md	full	Germanic/docs/sound_changes/order_tests/chronology_cards/SC051-oe-sk-palatalization.md	Germanic/docs/sound_changes/literature_dossiers/051-oe-sk-palatalization.dossier.md;Germanic/docs/sound_changes/book_dossiers/051-oe-sk-palatalization.book-dossier.md	strong local standalone report	literature and book dossiers drafted	keep as narrow singleton full production report	assemble_production_report	Promoted after the SC049-SC052 split review as the first narrow palatalization report in this region.
052	Velar palatalization hinge	SC052	full/052-velar-palatalization-hinge.md	full	Germanic/docs/sound_changes/order_tests/chronology_cards/SC052-oe-velar-palatalization.md	Germanic/docs/sound_changes/literature_dossiers/052-velar-palatalization-hinge.dossier.md;Germanic/docs/sound_changes/book_dossiers/052-velar-palatalization-hinge.book-dossier.md	strong local hinge with two-sided card evidence	literature and book dossiers drafted	keep as standalone chronological full production report	assemble_production_report	SC052 is now promoted as a standalone velar-palatalization hinge; SC050 is covered in the promoted `049-050` bridge report as left-edge feeder/context rather than as a non-contiguous co-member of the SC052 unit, and the promoted SC057 note remains separate later palatalization-side material.
053-054	Pre-umlaut bridge and W-loss	SC053;SC054	full/053-054-pre-umlaut-bridge-and-w-loss.md	full	Germanic/docs/sound_changes/order_tests/chronology_cards/SC053-oe-post-velar-w-loss.md;Germanic/docs/sound_changes/order_tests/chronology_cards/SC054-oe-w-loss-before-i.md	Germanic/docs/sound_changes/literature_dossiers/053-054-pre-umlaut-bridge-and-w-loss.dossier.md;Germanic/docs/sound_changes/book_dossiers/053-054-pre-umlaut-bridge-and-w-loss.book-dossier.md	negative edge plus narrow bridge evidence	literature and book dossiers drafted	keep as short adjacent chronological bridge report	assemble_production_report	SC053-SC054 is now promoted as a modest adjacent bridge report after SC052 and before the promoted umlaut core; SC053 remains the residual `*ngw > *ng` member with no positive card boundary, while SC054 is the narrower source-backed `sea` bridge whose later SC063 relation is handled by cross-reference rather than a non-contiguous chapter.
055-056	Umlaut core and palatal-diphthongization follower	SC055;SC056	full/055-056-umlaut-core.md	full	Germanic/docs/sound_changes/order_tests/chronology_cards/SC055-oe-i-umlaut.md;Germanic/docs/sound_changes/order_tests/chronology_cards/SC056-oe-ws-palatal-diphthongization.md	Germanic/docs/sound_changes/literature_dossiers/055-056-umlaut-core.dossier.md;Germanic/docs/sound_changes/book_dossiers/055-056-umlaut-core.book-dossier.md	strong local pair with right-edge caution	literature and book dossiers drafted	keep as paired full production report	assemble_production_report	Promoted after the SC053-SC058 split review; SC055 is the historical core and SC056 is the narrower West Saxon right-edge follower.
057	OE J Cluster Coalescence note	SC057	full/057-oe-j-cluster-coalescence-note.md	full	Germanic/docs/sound_changes/order_tests/chronology_cards/SC057-oe-j-cluster-coalescence.md	Germanic/docs/sound_changes/literature_dossiers/057-oe-j-cluster-coalescence.dossier.md	one-sided singleton with real `SC052 < SC057` via `bow`, `follow`, `hedge`, `seek`, and `singe`, but no later real break before the current runner boundary	dedicated literature dossier drafted	keep as a short singleton note; keep SC052 as a leftward cross-reference only and do not rewrite the runner-bounded later side as a positive historical boundary	assemble_production_report	SC057 is now promoted as a short singleton palatalization-side note. It keeps the real SC052 anchor explicit while remaining separate from both the promoted SC049-SC052 region and the promoted umlaut core.
058	OE Nasal Dissimilation residual note	SC058	full/058-oe-nasal-dissimilation-residual-note.md	full	Germanic/docs/sound_changes/order_tests/chronology_cards/SC058-oe-nasal-dissimilation.md	Germanic/docs/sound_changes/literature_dossiers/058-oe-nasal-dissimilation-residual.dossier.md	boundary-limited on both sides; earlier search stops at bundled `PWGmcChanges`, later search reaches the SC087 boundary with no real break; do not turn either side into positive chronology	dedicated literature dossier drafted	keep as a short residual/context note; keep bundled `PWGmcChanges` and the SC087 search boundary as methodological limits rather than historical chronology, and do not inflate the rule into a larger grouped report	assemble_production_report	SC058 is now promoted as a short boundary-limited residual note. It remains explicit in strict order, but current testing still finds no positive first-break boundary in either direction.
059	OE back mutation	SC059	full/059-oe-back-mutation.md	full	Germanic/docs/sound_changes/order_tests/chronology_cards/SC059-oe-back-mutation.md	Germanic/docs/sound_changes/literature_dossiers/059-061-back-mutation-and-weak-tail-bridge.dossier.md;Germanic/docs/sound_changes/book_dossiers/059-061-back-mutation-and-weak-tail-bridge.book-dossier.md	source-backed singleton with real two-sided chronology `SC048 < SC059 < SC078`; the later `SC059 < SC078` edge is broad/far and remains a rightward cross-reference only	literature and book dossiers drafted	keep as a short singleton full note; keep SC046-SC048 and the split late-tail scaffold region, especially SC078, as leftward/rightward cross-references only and do not recreate the old grouped bridge	assemble_production_report	SC059 is now promoted as the real center of the old SC059-SC061 seam. It keeps the back-mutation material explicit in strict order while leaving SC060 and SC061 as separate promoted notes and the split late-tail region to the right.
060	WS palatal umlaut note	SC060	full/060-ws-palatal-umlaut-note.md	full	Germanic/docs/sound_changes/order_tests/chronology_cards/SC060-oe-ws-palatal-umlaut.md	Germanic/docs/sound_changes/literature_dossiers/059-061-back-mutation-and-weak-tail-bridge.dossier.md;Germanic/docs/sound_changes/book_dossiers/059-061-back-mutation-and-weak-tail-bridge.book-dossier.md	one-sided singleton with real `SC055 < SC060` via `might` and `night`, but no later real break before the current runner boundary	literature and book dossiers drafted	keep as a short finished singleton note; keep promoted SC055-SC056 as a leftward cross-reference only and do not rewrite the runner-bounded later side as a positive historical boundary	assemble_production_report	SC060 is now promoted as a short finished singleton note. It remains historically real through `might` and `night`, but its later side is still runner-bounded and stays non-positive.
