source_path	form	language	context_heading	previous_semantic_markup	final_semantic_markup	index_role_if_promoted	reason
Germanic/docs/lexeme_reports/model_entries/1979-corn-corn.model.md	corn	oe	Development to Old English	[corn]{.lex lang=oe}	[`corn`]{.iv lang=oe sort=corn role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md	cū	oe	Reconstruction and comparative evidence	[cū]{.lex lang=oe}	[`cū`]{.iv lang=oe sort=cu role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md	cū	oe	Old English evidence	[cū]{.lex lang=oe}	[`cū`]{.iv lang=oe sort=cu role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md	cū	oe	Old English evidence	[cū]{.lex lang=oe}	[`cū`]{.iv lang=oe sort=cu role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md	cū(e)	oe	Old English evidence	[cū(e)]{.lex lang=oe}	[`cū(e)`]{.iv lang=oe sort=cue role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md	cūs	oe	Old English evidence	[cūs]{.lex lang=oe}	[`cūs`]{.iv lang=oe sort=cus role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md	cȳ	oe	Old English evidence	[cȳ]{.lex lang=oe}	[`cȳ`]{.iv lang=oe sort=cy role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md	cȳ	oe	Old English evidence	[cȳ]{.lex lang=oe}	[`cȳ`]{.iv lang=oe sort=cy role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md	cȳ	oe	Old English evidence	[cȳ]{.lex lang=oe}	[`cȳ`]{.iv lang=oe sort=cy role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md	cū	oe	Old English evidence	[cū]{.lex lang=oe}	[`cū`]{.iv lang=oe sort=cu role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md	cā	oe	Old English evidence	[cā]{.lex lang=oe}	[`cā`]{.iv lang=oe sort=ca role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md	cȳ	oe	Old English evidence	[cȳ]{.lex lang=oe}	[`cȳ`]{.iv lang=oe sort=cy role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md	cū	oe	Old English evidence	[cū]{.lex lang=oe}	[`cū`]{.iv lang=oe sort=cu role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md	cȳ	oe	Old English evidence	[cȳ]{.lex lang=oe}	[`cȳ`]{.iv lang=oe sort=cy role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md	cā	oe	Old English evidence	[cā]{.lex lang=oe}	[`cā`]{.iv lang=oe sort=ca role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md	cūs	oe	Old English evidence	[cūs]{.lex lang=oe}	[`cūs`]{.iv lang=oe sort=cus role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md	cȳ	oe	Old English evidence	[cȳ]{.lex lang=oe}	[`cȳ`]{.iv lang=oe sort=cy role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md	cȳ	oe	Development to Old English	[cȳ]{.lex lang=oe}	[`cȳ`]{.iv lang=oe sort=cy role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md	cȳ	oe	Development to Old English	[cȳ]{.lex lang=oe}	[`cȳ`]{.iv lang=oe sort=cy role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md	cū	oe	Development to Old English	[cū]{.lex lang=oe}	[`cū`]{.iv lang=oe sort=cu role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md	cū	oe	Paradigm comparison	[cū]{.lex lang=oe}	[`cū`]{.iv lang=oe sort=cu role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md	cȳ	oe	Paradigm comparison	[cȳ]{.lex lang=oe}	[`cȳ`]{.iv lang=oe sort=cy role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md	cū	oe	Paradigm comparison	[cū]{.lex lang=oe}	[`cū`]{.iv lang=oe sort=cu role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md	cȳ	oe	Paradigm comparison	[cȳ]{.lex lang=oe}	[`cȳ`]{.iv lang=oe sort=cy role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md	cā	oe	Paradigm comparison	[cā]{.lex lang=oe}	[`cā`]{.iv lang=oe sort=ca role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md	cȳ	oe	Paradigm comparison	[cȳ]{.lex lang=oe}	[`cȳ`]{.iv lang=oe sort=cy role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/1992-door-dor.model.md	dor	oe	Reconstruction and comparative evidence	[dor]{.lex lang=oe}	[`dor`]{.iv lang=oe sort=dor role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/1992-door-dor.model.md	duru	oe	Reconstruction and comparative evidence	[duru]{.lex lang=oe}	[duru]{.iv lang=oe sort=duru role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/1992-door-dor.model.md	tura	ohg	Reconstruction and comparative evidence	[tura]{.lex lang=ohg}	[`tura`]{.iv lang=ohg sort=tura role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/1992-door-dor.model.md	dor	oe	Old English evidence	[dor]{.lex lang=oe}	[`dor`]{.iv lang=oe sort=dor role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/1992-door-dor.model.md	dor	oe	Old English evidence	[dor]{.lex lang=oe}	[`dor`]{.iv lang=oe sort=dor role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/1992-door-dor.model.md	duru	oe	Old English evidence	[duru]{.lex lang=oe}	[duru]{.iv lang=oe sort=duru role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/1992-door-dor.model.md	duru	oe	Old English evidence	[duru]{.lex lang=oe}	[duru]{.iv lang=oe sort=duru role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/1992-door-dor.model.md	duru	oe	Old English evidence	[duru]{.lex lang=oe}	[duru]{.iv lang=oe sort=duru role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/1992-door-dor.model.md	dor	oe	Development to Old English	[dor]{.lex lang=oe}	[`dor`]{.iv lang=oe sort=dor role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/1992-door-dor.model.md	duru	oe	Development to Old English	[duru]{.lex lang=oe}	[duru]{.iv lang=oe sort=duru role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2007-fell-fell.model.md	fell	oe	Reconstruction and comparative evidence	[fell]{.lex lang=oe}	[`fell`]{.iv lang=oe sort=fell role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2007-fell-fell.model.md	vel	dutch	Reconstruction and comparative evidence	[vel]{.lex lang=dutch}	[`vel`]{.iv lang=dutch sort=vel role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2007-fell-fell.model.md	fell	oe	Old English evidence	[fell]{.lex lang=oe}	[`fell`]{.iv lang=oe sort=fell role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2007-fell-fell.model.md	fell	oe	Old English evidence	[fell]{.lex lang=oe}	[`fell`]{.iv lang=oe sort=fell role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2007-fell-fell.model.md	fell	oe	Old English evidence	[fell]{.lex lang=oe}	[`fell`]{.iv lang=oe sort=fell role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2007-fell-fell.model.md	fell	oe	Development to Old English	[fell]{.lex lang=oe}	[`fell`]{.iv lang=oe sort=fell role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2008-fern-fearn.model.md	fearn	oe	Reconstruction and comparative evidence	[fearn]{.lex lang=oe}	[`fearn`]{.iv lang=oe sort=fearn role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2008-fern-fearn.model.md	fearn	oe	Old English evidence	[fearn]{.lex lang=oe}	[`fearn`]{.iv lang=oe sort=fearn role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2008-fern-fearn.model.md	fearn	oe	Old English evidence	[fearn]{.lex lang=oe}	[`fearn`]{.iv lang=oe sort=fearn role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2008-fern-fearn.model.md	fearn	oe	Old English evidence	[fearn]{.lex lang=oe}	[`fearn`]{.iv lang=oe sort=fearn role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2008-fern-fearn.model.md	fern	oe	Old English evidence	[fern]{.lex lang=oe}	[`fern`]{.iv lang=oe sort=fern role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2008-fern-fearn.model.md	fearn	oe	Development to Old English	[fearn]{.lex lang=oe}	[`fearn`]{.iv lang=oe sort=fearn role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2009-field-feld.model.md	feld	oe	Reconstruction and comparative evidence	[feld]{.lex lang=oe}	[`feld`]{.iv lang=oe sort=feld role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2009-field-feld.model.md	feld	oe	Old English evidence	[feld]{.lex lang=oe}	[`feld`]{.iv lang=oe sort=feld role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2009-field-feld.model.md	feld	oe	Old English evidence	[feld]{.lex lang=oe}	[`feld`]{.iv lang=oe sort=feld role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2009-field-feld.model.md	feld	oe	Development to Old English	[feld]{.lex lang=oe}	[`feld`]{.iv lang=oe sort=feld role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2030-fowl-fugol.model.md	fogal	ohg	Reconstruction and comparative evidence	[fogal]{.lex lang=ohg}	[`fogal`]{.iv lang=ohg sort=fogal role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2038-gang-gang.model.md	gang	oe	Reconstruction and comparative evidence	[gang]{.lex lang=oe}	[`gang`]{.iv lang=oe sort=gang role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2038-gang-gang.model.md	gang	oe	Reconstruction and comparative evidence	[gang]{.lex lang=oe}	[`gang`]{.iv lang=oe sort=gang role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2038-gang-gang.model.md	gang	oe	Reconstruction and comparative evidence	[gang]{.lex lang=oe}	[`gang`]{.iv lang=oe sort=gang role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2038-gang-gang.model.md	gang	oe	Old English evidence	[gang]{.lex lang=oe}	[`gang`]{.iv lang=oe sort=gang role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2038-gang-gang.model.md	gang	oe	Form note	[gang]{.lex lang=oe}	[`gang`]{.iv lang=oe sort=gang role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2038-gang-gang.model.md	gang	oe	Development to Old English	[gang]{.lex lang=oe}	[`gang`]{.iv lang=oe sort=gang role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2041-give-ġiefan.model.md	giefan	oe	Reconstruction and comparative evidence	[giefan]{.lex lang=oe}	[`giefan`]{.iv lang=oe sort=giefan role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2041-give-ġiefan.model.md	giefan	oe	Development to Old English	[giefan]{.lex lang=oe}	[`giefan`]{.iv lang=oe sort=giefan role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2046-grave-grafan.model.md	grafan	oe	Reconstruction and comparative evidence	[grafan]{.lex lang=oe}	[`grafan`]{.iv lang=oe sort=grafan role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2046-grave-grafan.model.md	grafan	oe	Old English evidence	[grafan]{.lex lang=oe}	[`grafan`]{.iv lang=oe sort=grafan role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2046-grave-grafan.model.md	grafan	oe	Development to Old English	[grafan]{.lex lang=oe}	[`grafan`]{.iv lang=oe sort=grafan role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2068-heaven-heofon.model.md	heofon	oe	Paradigm comparison	[heofon]{.lex lang=oe}	[`heofon`]{.iv lang=oe sort=heofon}		promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2070-helm-helm.model.md	helm	oe	Old English evidence	[helm]{.lex lang=oe}	[`helm`]{.iv lang=oe sort=helm role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2070-helm-helm.model.md	helma	oe	Old English evidence	[helma]{.lex lang=oe}	[`helma`]{.iv lang=oe sort=helma role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2070-helm-helm.model.md	helm	oe	Development to Old English	[helm]{.lex lang=oe}	[`helm`]{.iv lang=oe sort=helm role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2070-helm-helm.model.md	helma	oe	Form note	[helma]{.lex lang=oe}	[`helma`]{.iv lang=oe sort=helma role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2071-help-helpan.model.md	help	oe	Reconstruction and comparative evidence	[help]{.lex lang=oe}	[`help`]{.iv lang=oe sort=help role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2071-help-helpan.model.md	helpan	oe	Old English evidence	[helpan]{.lex lang=oe}	[`helpan`]{.iv lang=oe sort=helpan role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2071-help-helpan.model.md	helpan	oe	Development to Old English	[helpan]{.lex lang=oe}	[`helpan`]{.iv lang=oe sort=helpan role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2071-help-helpan.model.md	help	oe	Form note	[help]{.lex lang=oe}	[`help`]{.iv lang=oe sort=help role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2071-help-helpan.model.md	helpan	oe	Form note	[helpan]{.lex lang=oe}	[`helpan`]{.iv lang=oe sort=helpan role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2075-hind-hind.model.md	hind	oe	Old English evidence	[hind]{.lex lang=oe}	[`hind`]{.iv lang=oe sort=hind role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2077-hold-healdan.model.md	haldan	oe	Reconstruction and comparative evidence	[haldan]{.lex lang=oe}	[`haldan`]{.iv lang=oe sort=haldan role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2077-hold-healdan.model.md	healdan	oe	Reconstruction and comparative evidence	[healdan]{.lex lang=oe}	[`healdan`]{.iv lang=oe sort=healdan role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2077-hold-healdan.model.md	healdan	oe	Development to Old English	[healdan]{.lex lang=oe}	[`healdan`]{.iv lang=oe sort=healdan role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2077-hold-healdan.model.md	haldan	oe	Dialect note	[haldan]{.lex lang=oe}	[`haldan`]{.iv lang=oe sort=haldan role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2077-hold-healdan.model.md	healdan	oe	Dialect note	[healdan]{.lex lang=oe}	[`healdan`]{.iv lang=oe sort=healdan role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2087-knob-cnobba.model.md	cnoppa	oe	Old English evidence	[cnoppa]{.lex lang=oe}	[`cnoppa`]{.iv lang=oe sort=cnoppa role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2087-knob-cnobba.model.md	cnoppa	oe	Old English evidence	[cnoppa]{.lex lang=oe}	[`cnoppa`]{.iv lang=oe sort=cnoppa role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2087-knob-cnobba.model.md	cnoppa	oe	Reconstruction status	[cnoppa]{.lex lang=oe}	[`cnoppa`]{.iv lang=oe sort=cnoppa}		promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2088-lade-hladan.model.md	hladan	oe	Reconstruction and comparative evidence	[hladan]{.lex lang=oe}	[`hladan`]{.iv lang=oe sort=hladan role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2092-laugh-hliehhan.model.md	hliehhan	oe	Reconstruction and comparative evidence	[hliehhan]{.lex lang=oe}	[`hliehhan`]{.iv lang=oe sort=hliehhan role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2092-laugh-hliehhan.model.md	hlihhan	oe	Old English evidence	[hlihhan]{.lex lang=oe}	[`hlihhan`]{.iv lang=oe sort=hlihhan role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2092-laugh-hliehhan.model.md	hliehhan	oe	Old English evidence	[hliehhan]{.lex lang=oe}	[`hliehhan`]{.iv lang=oe sort=hliehhan role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2092-laugh-hliehhan.model.md	hliehhan	oe	Old English evidence	[hliehhan]{.lex lang=oe}	[`hliehhan`]{.iv lang=oe sort=hliehhan role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2092-laugh-hliehhan.model.md	hliehhan	oe	Old English evidence	[hliehhan]{.lex lang=oe}	[`hliehhan`]{.iv lang=oe sort=hliehhan role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2092-laugh-hliehhan.model.md	hliehhan	oe	Development to Old English	[hliehhan]{.lex lang=oe}	[`hliehhan`]{.iv lang=oe sort=hliehhan role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2100-lid-hlid.model.md	hlid	oe	Reconstruction and comparative evidence	[hlid]{.lex lang=oe}	[`hlid`]{.iv lang=oe sort=hlid role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2100-lid-hlid.model.md	hlid	oe	Old English evidence	[hlid]{.lex lang=oe}	[`hlid`]{.iv lang=oe sort=hlid role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2102-light-līehtan.model.md	liehtan	oe	Reconstruction and comparative evidence	[liehtan]{.lex lang=oe}	[`liehtan`]{.iv lang=oe sort=liehtan role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2102-light-līehtan.model.md	lihtan	oe	Old English evidence	[lihtan]{.lex lang=oe}	[`lihtan`]{.iv lang=oe sort=lihtan role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2102-light-līehtan.model.md	liehtan	oe	Dialect note	[liehtan]{.lex lang=oe}	[`liehtan`]{.iv lang=oe sort=liehtan role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2102-light-līehtan.model.md	lihtan	oe	Dialect note	[lihtan]{.lex lang=oe}	[`lihtan`]{.iv lang=oe sort=lihtan role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2102-light-līehtan.model.md	lyhtan	oe	Dialect note	[lyhtan]{.lex lang=oe}	[`lyhtan`]{.iv lang=oe sort=lyhtan role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2104-linden-lind.model.md	lind	oe	Reconstruction and comparative evidence	[lind]{.lex lang=oe}	[`lind`]{.iv lang=oe sort=lind role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2104-linden-lind.model.md	lind	oe	Old English evidence	[lind]{.lex lang=oe}	[`lind`]{.iv lang=oe sort=lind role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2104-linden-lind.model.md	lind	oe	Development to Old English	[lind]{.lex lang=oe}	[`lind`]{.iv lang=oe sort=lind role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2104-linden-lind.model.md	lind	oe	Form note	[lind]{.lex lang=oe}	[`lind`]{.iv lang=oe sort=lind role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2114-lung-lungen.model.md	lungen	oe	Reconstruction and comparative evidence	[lungen]{.lex lang=oe}	[`lungen`]{.iv lang=oe sort=lungen role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2114-lung-lungen.model.md	lungen	oe	Reconstruction and comparative evidence	[lungen]{.lex lang=oe}	[`lungen`]{.iv lang=oe sort=lungen role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2114-lung-lungen.model.md	lungen	oe	Old English evidence	[lungen]{.lex lang=oe}	[`lungen`]{.iv lang=oe sort=lungen role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2114-lung-lungen.model.md	lungen	oe	Development to Old English	[lungen]{.lex lang=oe}	[`lungen`]{.iv lang=oe sort=lungen role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2119-man-mannes.model.md	menn	oe	Old English evidence	[menn]{.lex lang=oe}	[`menn`]{.iv lang=oe sort=menn role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
Germanic/docs/lexeme_reports/model_entries/2119-man-mannes.model.md	menn	oe	Development to Old English	[menn]{.lex lang=oe}	[`menn`]{.iv lang=oe sort=menn role=comparison_form}	comparison_form	promoted to index-bearing semantic evidence
