language	form	display	sort_key	form_role	source_scope	source_ref	origin	status
oe	bannes	bannes	bannes	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1936-ban-bannes.model.md:41	Germanic/docs/lexeme_reports/model_entries/1936-ban-bannes.model.md	auto
oe	bannes	bannes	bannes	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1936-ban-bannes.model.md:53	Germanic/docs/lexeme_reports/model_entries/1936-ban-bannes.model.md	auto
oe	bannes	bannes	bannes	target_form	lexical_heading	ban — OE bannes	manifest	auto
oe	bar	bar	bar	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1949-bier-bǣr.model.md:21	Germanic/docs/lexeme_reports/model_entries/1949-bier-bǣr.model.md	auto
oe	bar	bar	bar	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1949-bier-bǣr.model.md:25	Germanic/docs/lexeme_reports/model_entries/1949-bier-bǣr.model.md	auto
oe	bar	bar	bar	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1949-bier-bǣr.model.md:29	Germanic/docs/lexeme_reports/model_entries/1949-bier-bǣr.model.md	auto
oe	bēag	bēag	beag	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1962-bow-bēag.model.md:30	Germanic/docs/lexeme_reports/model_entries/1962-bow-bēag.model.md	auto
oe	bēag	bēag	beag	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1962-bow-bēag.model.md:36	Germanic/docs/lexeme_reports/model_entries/1962-bow-bēag.model.md	auto
oe	bēag	bēag	beag	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1962-bow-bēag.model.md:42	Germanic/docs/lexeme_reports/model_entries/1962-bow-bēag.model.md	auto
oe	bēag	bēag	beag	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1962-bow-bēag.model.md:48	Germanic/docs/lexeme_reports/model_entries/1962-bow-bēag.model.md	auto
oe	bēag	bēag	beag	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1962-bow-bēag.model.md:65	Germanic/docs/lexeme_reports/model_entries/1962-bow-bēag.model.md	auto
oe	bēag	bēag	beag	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1962-bow-bēag.model.md:69	Germanic/docs/lexeme_reports/model_entries/1962-bow-bēag.model.md	auto
oe	bēag	bēag	beag	target_form	lexical_heading	bow — OE bēag	manifest	auto
oe	bēce	bēce	bece	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1942-beech-bōc.model.md:21	Germanic/docs/lexeme_reports/model_entries/1942-beech-bōc.model.md	auto
oe	bēce	bēce	bece	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1942-beech-bōc.model.md:25	Germanic/docs/lexeme_reports/model_entries/1942-beech-bōc.model.md	auto
oe	bēċe	bēċe	bece	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1942-beech-bōc.model.md:25	Germanic/docs/lexeme_reports/model_entries/1942-beech-bōc.model.md	auto
oe	bēġen	bēġen	begen	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:22	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md	auto
oe	bēġen	bēġen	begen	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:26	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md	auto
oe	bēġen	bēġen	begen	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:30	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md	auto
oe	bēġen	bēġen	begen	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:37	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md	auto
oe	bēġen	bēġen	begen	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:39	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md	auto
oe	bēġen	bēġen	begen	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:44	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md	auto
oe	bēġen	bēġen	begen	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:67	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md	auto
oe	be-ginnan	be-ginnan	beginnan	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1943-begin-beġinnan.model.md:25	Germanic/docs/lexeme_reports/model_entries/1943-begin-beġinnan.model.md	auto
oe	beginnan	beginnan	beginnan	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1943-begin-beġinnan.model.md:25	Germanic/docs/lexeme_reports/model_entries/1943-begin-beġinnan.model.md	auto
oe	beġinnan	beġinnan	beginnan	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1943-begin-beġinnan.model.md:25	Germanic/docs/lexeme_reports/model_entries/1943-begin-beġinnan.model.md	auto
oe	beġinnan	beġinnan	beginnan	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1943-begin-beġinnan.model.md:33	Germanic/docs/lexeme_reports/model_entries/1943-begin-beġinnan.model.md	auto
oe	beġinnan	beġinnan	beginnan	target_form	lexical_heading	begin — OE beġinnan	manifest	auto
oe	berġe	berġe	berge	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1946-berry-berġes.model.md:51	Germanic/docs/lexeme_reports/model_entries/1946-berry-berġes.model.md	auto
oe	berġes	berġes	berges	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1946-berry-berġes.model.md:33	Germanic/docs/lexeme_reports/model_entries/1946-berry-berġes.model.md	auto
oe	berġes	berġes	berges	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1946-berry-berġes.model.md:40	Germanic/docs/lexeme_reports/model_entries/1946-berry-berġes.model.md	auto
oe	berġes	berġes	berges	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1946-berry-berġes.model.md:52	Germanic/docs/lexeme_reports/model_entries/1946-berry-berġes.model.md	auto
oe	berġes	berġes	berges	target_form	lexical_heading	berry — OE berġes	manifest	auto
oe	berige	berige	berige	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1946-berry-berġes.model.md:31	Germanic/docs/lexeme_reports/model_entries/1946-berry-berġes.model.md	auto
oe	berige	berige	berige	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1946-berry-berġes.model.md:51	Germanic/docs/lexeme_reports/model_entries/1946-berry-berġes.model.md	auto
oe	bezen	bezen	bezen	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:27	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md	auto
oe	biegan	biegan	biegan	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1961-bow-bīeġan.model.md:21	Germanic/docs/lexeme_reports/model_entries/1961-bow-bīeġan.model.md	auto
oe	bīeġan	bīeġan	biegan	target_form	lexical_heading	bow — OE bīeġan	manifest	auto
oe	bigan	bigan	bigan	comparison_form	broad_prose_decision	Germanic/docs/lexeme_reports/model_entries/1961-bow-bīeġan.model.md:25	broad_prose_curated	override
oe	boc	boc	boc	comparison_form	broad_prose_decision	Germanic/docs/lexeme_reports/model_entries/1942-beech-bōc.model.md:21	broad_prose_curated	override
oe	boc	boc	boc	comparison_form	broad_prose_decision	Germanic/docs/lexeme_reports/model_entries/1942-beech-bōc.model.md:25	broad_prose_curated	override
oe	bōc	bōc	boc	target_form	lexical_heading	beech — OE bōc	manifest	auto
oe	bodan	bodan	bodan	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1959-bottom-botm.model.md:34	Germanic/docs/lexeme_reports/model_entries/1959-bottom-botm.model.md	auto
oe	bolt	bolt	bolt	evidence_form	broad_prose_decision	Germanic/docs/lexeme_reports/model_entries/2298-wolf-wulf.model.md:30	broad_prose_curated	override
oe	bora	bora	bora	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2311-bore-(iptv.2sg)-bora.model.md:58	Germanic/docs/lexeme_reports/model_entries/2311-bore-(iptv.2sg)-bora.model.md	auto
oe	bora	bora	bora	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md:59	Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md	auto
oe	bora	bora	bora	target_form	lexical_heading	bore (iptv.2sg) — OE bora	manifest	auto
oe	Boraþ	Boraþ	borath	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md:43	Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md	auto
oe	boraþ	boraþ	borath	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2311-bore-(iptv.2sg)-bora.model.md:59	Germanic/docs/lexeme_reports/model_entries/2311-bore-(iptv.2sg)-bora.model.md	auto
oe	boraþ	boraþ	borath	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md:32	Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md	auto
oe	boraþ	boraþ	borath	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md:37	Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md	auto
oe	boraþ	boraþ	borath	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md:58	Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md	auto
oe	boraþ	boraþ	borath	target_form	lexical_heading	bore (3sg) — OE boraþ	manifest	auto
oe	borian	borian	borian	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2311-bore-(iptv.2sg)-bora.model.md:22	Germanic/docs/lexeme_reports/model_entries/2311-bore-(iptv.2sg)-bora.model.md	auto
oe	borian	borian	borian	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2311-bore-(iptv.2sg)-bora.model.md:31	Germanic/docs/lexeme_reports/model_entries/2311-bore-(iptv.2sg)-bora.model.md	auto
oe	borian	borian	borian	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2311-bore-(iptv.2sg)-bora.model.md:57	Germanic/docs/lexeme_reports/model_entries/2311-bore-(iptv.2sg)-bora.model.md	auto
oe	borian	borian	borian	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md:22	Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md	auto
oe	borian	borian	borian	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md:31	Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md	auto
oe	borian	borian	borian	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md:57	Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md	auto
oe	botm	botm	botm	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1959-bottom-botm.model.md:22	Germanic/docs/lexeme_reports/model_entries/1959-bottom-botm.model.md	auto
oe	botm	botm	botm	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1959-bottom-botm.model.md:33	Germanic/docs/lexeme_reports/model_entries/1959-bottom-botm.model.md	auto
oe	botm	botm	botm	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1959-bottom-botm.model.md:34	Germanic/docs/lexeme_reports/model_entries/1959-bottom-botm.model.md	auto
oe	botm	botm	botm	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1959-bottom-botm.model.md:41	Germanic/docs/lexeme_reports/model_entries/1959-bottom-botm.model.md	auto
oe	botm	botm	botm	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2250-thistle-þistles.model.md:37	Germanic/docs/lexeme_reports/model_entries/2250-thistle-þistles.model.md	auto
oe	botm	botm	botm	target_form	lexical_heading	bottom — OE botm	manifest	auto
oe	brand	brand	brand	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:22	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md	auto
oe	brand	brand	brand	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:31	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md	auto
oe	brand	brand	brand	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:44	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md	auto
oe	brand	brand	brand	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:57	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md	auto
oe	brand	brand	brand	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:61	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md	auto
oe	branda	branda	branda	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:33	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md	auto
oe	brandas	brandas	brandas	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:33	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md	auto
oe	brandes	brandes	brandes	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:35	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md	auto
oe	brandes	brandes	brandes	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:42	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md	auto
oe	brandes	brandes	brandes	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:58	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md	auto
oe	brandes	brandes	brandes	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:61	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md	auto
oe	brandes	brandes	brandes	target_form	lexical_heading	brand — OE brandes	manifest	auto
oe	brandum	brandum	brandum	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:33	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md	auto
oe	bréc	bréc	brec	comparison_form	broad_prose_decision	Germanic/docs/lexeme_reports/model_entries/1969-breeches-brēċ.model.md:21	broad_prose_curated	override
oe	brēc	brēc	brec	comparison_form	broad_prose_decision	Germanic/docs/lexeme_reports/model_entries/1969-breeches-brēċ.model.md:25	broad_prose_curated	override
oe	brēċ	brēċ	brec	target_form	lexical_heading	breeches — OE brēċ	manifest	auto
oe	breóst	breóst	breost	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:34	Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md	auto
oe	brēost	brēost	breost	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:23	Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md	auto
oe	brēost	brēost	breost	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:34	Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md	auto
oe	brēost	brēost	breost	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:40	Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md	auto
oe	brēost	brēost	breost	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:44	Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md	auto
oe	brēost	brēost	breost	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:59	Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md	auto
oe	brēost	brēost	breost	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:61	Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md	auto
oe	brēost	brēost	breost	target_form	lexical_heading	breast — OE brēost	manifest	auto
oe	broc	broc	broc	comparison_form	broad_prose_decision	Germanic/docs/lexeme_reports/model_entries/1969-breeches-brēċ.model.md:25	broad_prose_curated	override
oe	brōc	brōc	broc	comparison_form	broad_prose_decision	Germanic/docs/lexeme_reports/model_entries/1969-breeches-brēċ.model.md:21	broad_prose_curated	override
oe	brōc	brōc	broc	comparison_form	broad_prose_decision	Germanic/docs/lexeme_reports/model_entries/1969-breeches-brēċ.model.md:25	broad_prose_curated	override
oe	bū	bū	bu	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:23	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md	auto
oe	bū	bū	bu	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:32	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md	auto
oe	bū	bū	bu	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:37	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md	auto
oe	bū	bū	bu	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:43	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md	auto
oe	bū	bū	bu	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:52	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md	auto
oe	bū	bū	bu	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:57	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md	auto
oe	bū	bū	bu	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:66	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md	auto
oe	bū	bū	bu	target_form	lexical_heading	both — OE bū	manifest	auto
oe	bucc	bucc	bucc	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1973-buck-bucc.model.md:31	Germanic/docs/lexeme_reports/model_entries/1973-buck-bucc.model.md	auto
oe	bucc	bucc	bucc	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1973-buck-bucc.model.md:32	Germanic/docs/lexeme_reports/model_entries/1973-buck-bucc.model.md	auto
oe	bucc	bucc	bucc	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1973-buck-bucc.model.md:39	Germanic/docs/lexeme_reports/model_entries/1973-buck-bucc.model.md	auto
oe	bucc	bucc	bucc	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1973-buck-bucc.model.md:44	Germanic/docs/lexeme_reports/model_entries/1973-buck-bucc.model.md	auto
oe	bucc	bucc	bucc	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1973-buck-bucc.model.md:52	Germanic/docs/lexeme_reports/model_entries/1973-buck-bucc.model.md	auto
oe	bucc	bucc	bucc	target_form	lexical_heading	buck — OE bucc	manifest	auto
oe	bucca	bucca	bucca	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1973-buck-bucc.model.md:23	Germanic/docs/lexeme_reports/model_entries/1973-buck-bucc.model.md	auto
oe	bucca	bucca	bucca	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1973-buck-bucc.model.md:29	Germanic/docs/lexeme_reports/model_entries/1973-buck-bucc.model.md	auto
oe	bucca	bucca	bucca	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1973-buck-bucc.model.md:31	Germanic/docs/lexeme_reports/model_entries/1973-buck-bucc.model.md	auto
oe	bucca	bucca	bucca	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1973-buck-bucc.model.md:33	Germanic/docs/lexeme_reports/model_entries/1973-buck-bucc.model.md	auto
oe	bucca	bucca	bucca	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1973-buck-bucc.model.md:53	Germanic/docs/lexeme_reports/model_entries/1973-buck-bucc.model.md	auto
oe	būgan	būgan	bugan	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1962-bow-bēag.model.md:31	Germanic/docs/lexeme_reports/model_entries/1962-bow-bēag.model.md	auto
oe	būgan	būgan	bugan	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1962-bow-bēag.model.md:37	Germanic/docs/lexeme_reports/model_entries/1962-bow-bēag.model.md	auto
oe	būgan	būgan	bugan	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1962-bow-bēag.model.md:41	Germanic/docs/lexeme_reports/model_entries/1962-bow-bēag.model.md	auto
oe	būgan	būgan	bugan	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1962-bow-bēag.model.md:53	Germanic/docs/lexeme_reports/model_entries/1962-bow-bēag.model.md	auto
oe	būgan	būgan	bugan	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1962-bow-bēag.model.md:64	Germanic/docs/lexeme_reports/model_entries/1962-bow-bēag.model.md	auto
oe	būgan	būgan	bugan	evidence_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1962-bow-bēag.model.md:69	Germanic/docs/lexeme_reports/model_entries/1962-bow-bēag.model.md	auto
oe	byċċ	byċċ	bycc	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1973-buck-bucc.model.md:43	Germanic/docs/lexeme_reports/model_entries/1973-buck-bucc.model.md	auto
oe	byrd	byrd	byrd	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1951-birth-byrd.model.md:25	Germanic/docs/lexeme_reports/model_entries/1951-birth-byrd.model.md	auto
oe	byrd	byrd	byrd	target_form	lexical_heading	birth — OE byrd	manifest	auto
oe	cā	cā	ca	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:36	Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md	auto
oe	cā	cā	ca	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:42	Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md	auto
