language	form_role	sort_key	occurrence_id	variety
oe	comparison_form	begen	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:26:1	
oe	comparison_form	begen	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:30:1	
oe	comparison_form	begen	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:37:1	
oe	comparison_form	begen	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:39:1	
oe	comparison_form	begen	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:44:1	
oe	comparison_form	begen	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:67:1	
oe	evidence_form	beginnan	Germanic/docs/lexeme_reports/model_entries/1943-begin-beġinnan.model.md:25:1	
oe	evidence_form	beginnan	Germanic/docs/lexeme_reports/model_entries/1943-begin-beġinnan.model.md:25:2	
oe	evidence_form	beginnan	Germanic/docs/lexeme_reports/model_entries/1943-begin-beġinnan.model.md:25:3	
oe	evidence_form	beginnan	Germanic/docs/lexeme_reports/model_entries/1943-begin-beġinnan.model.md:33:2	
oe	comparison_form	berge	Germanic/docs/lexeme_reports/model_entries/1946-berry-berġes.model.md:51:4	
oe	target_form	berges	Germanic/docs/lexeme_reports/model_entries/1946-berry-berġes.model.md:33:1	
oe	target_form	berges	Germanic/docs/lexeme_reports/model_entries/1946-berry-berġes.model.md:40:2	
oe	target_form	berges	Germanic/docs/lexeme_reports/model_entries/1946-berry-berġes.model.md:52:2	
oe	comparison_form	berige	Germanic/docs/lexeme_reports/model_entries/1946-berry-berġes.model.md:31:1	
oe	comparison_form	berige	Germanic/docs/lexeme_reports/model_entries/1946-berry-berġes.model.md:51:3	
oe	comparison_form	bezen	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:27:1	
oe	comparison_form	biegan	Germanic/docs/lexeme_reports/model_entries/1961-bow-bīeġan.model.md:21:1	
oe	comparison_form	biegan	Germanic/docs/lexeme_reports/model_entries/1961-bow-bīeġan.model.md:21:2	
oe	comparison_form	bodan	Germanic/docs/lexeme_reports/model_entries/1959-bottom-botm.model.md:34:1	
oe	target_form	bora	Germanic/docs/lexeme_reports/model_entries/2311-bore-(iptv.2sg)-bora.model.md:58:3	
oe	comparison_form	bora	Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md:59:2	
oe	comparison_form	bora	Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md:59:3	
oe	comparison_form	borath	Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md:43:1	
oe	comparison_form	borath	Germanic/docs/lexeme_reports/model_entries/2311-bore-(iptv.2sg)-bora.model.md:59:2	
oe	comparison_form	borath	Germanic/docs/lexeme_reports/model_entries/2311-bore-(iptv.2sg)-bora.model.md:59:3	
oe	comparison_form	borath	Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md:32:1	
oe	comparison_form	borath	Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md:37:1	
oe	target_form	borath	Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md:58:3	
oe	comparison_form	borian	Germanic/docs/lexeme_reports/model_entries/2311-bore-(iptv.2sg)-bora.model.md:22:1	
oe	comparison_form	borian	Germanic/docs/lexeme_reports/model_entries/2311-bore-(iptv.2sg)-bora.model.md:31:1	
oe	comparison_form	borian	Germanic/docs/lexeme_reports/model_entries/2311-bore-(iptv.2sg)-bora.model.md:57:2	
oe	comparison_form	borian	Germanic/docs/lexeme_reports/model_entries/2311-bore-(iptv.2sg)-bora.model.md:57:3	
oe	comparison_form	borian	Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md:22:1	
oe	comparison_form	borian	Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md:31:1	
oe	comparison_form	borian	Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md:57:2	
oe	comparison_form	borian	Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md:57:3	
oe	comparison_form	botm	Germanic/docs/lexeme_reports/model_entries/1959-bottom-botm.model.md:22:1	
oe	comparison_form	botm	Germanic/docs/lexeme_reports/model_entries/1959-bottom-botm.model.md:33:1	
oe	comparison_form	botm	Germanic/docs/lexeme_reports/model_entries/1959-bottom-botm.model.md:34:2	
oe	comparison_form	botm	Germanic/docs/lexeme_reports/model_entries/1959-bottom-botm.model.md:41:1	
oe	comparison_form	botm	Germanic/docs/lexeme_reports/model_entries/2250-thistle-þistles.model.md:37:3	
oe	evidence_form	brand	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:22:1	
oe	evidence_form	brand	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:31:1	
oe	evidence_form	brand	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:44:1	
oe	evidence_form	brand	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:57:2	
oe	evidence_form	brand	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:57:3	
oe	evidence_form	brand	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:61:2	
oe	evidence_form	branda	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:33:2	
oe	evidence_form	brandas	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:33:1	
oe	evidence_form	brandes	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:35:1	
oe	evidence_form	brandes	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:42:1	
oe	evidence_form	brandes	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:58:2	
oe	evidence_form	brandes	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:58:3	
oe	evidence_form	brandes	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:61:1	
oe	evidence_form	brandum	Germanic/docs/lexeme_reports/model_entries/1965-brand-brandes.model.md:33:3	
oe	comparison_form	breost	Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:34:2	
oe	target_form	breost	Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:23:1	
oe	target_form	breost	Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:34:1	
oe	target_form	breost	Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:40:1	
oe	target_form	breost	Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:44:2	
oe	target_form	breost	Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:59:2	
oe	target_form	breost	Germanic/docs/lexeme_reports/model_entries/1968-breast-brēost.model.md:61:1	
oe	target_form	bu	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:23:1	
oe	target_form	bu	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:32:2	
oe	target_form	bu	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:37:3	
oe	target_form	bu	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:43:1	
oe	target_form	bu	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:52:1	
oe	target_form	bu	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:57:2	
oe	target_form	bu	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:66:2	
oe	target_form	bucc	Germanic/docs/lexeme_reports/model_entries/1973-buck-bucc.model.md:31:2	
oe	target_form	bucc	Germanic/docs/lexeme_reports/model_entries/1973-buck-bucc.model.md:32:1	
oe	target_form	bucc	Germanic/docs/lexeme_reports/model_entries/1973-buck-bucc.model.md:39:1	
oe	target_form	bucc	Germanic/docs/lexeme_reports/model_entries/1973-buck-bucc.model.md:44:1	
oe	target_form	bucc	Germanic/docs/lexeme_reports/model_entries/1973-buck-bucc.model.md:52:1	
oe	comparison_form	bucca	Germanic/docs/lexeme_reports/model_entries/1973-buck-bucc.model.md:23:1	
oe	comparison_form	bucca	Germanic/docs/lexeme_reports/model_entries/1973-buck-bucc.model.md:29:1	
oe	comparison_form	bucca	Germanic/docs/lexeme_reports/model_entries/1973-buck-bucc.model.md:31:1	
oe	comparison_form	bucca	Germanic/docs/lexeme_reports/model_entries/1973-buck-bucc.model.md:33:1	
oe	comparison_form	bucca	Germanic/docs/lexeme_reports/model_entries/1973-buck-bucc.model.md:53:1	
oe	evidence_form	bugan	Germanic/docs/lexeme_reports/model_entries/1962-bow-bēag.model.md:31:1	
oe	evidence_form	bugan	Germanic/docs/lexeme_reports/model_entries/1962-bow-bēag.model.md:37:1	
oe	evidence_form	bugan	Germanic/docs/lexeme_reports/model_entries/1962-bow-bēag.model.md:41:1	
oe	evidence_form	bugan	Germanic/docs/lexeme_reports/model_entries/1962-bow-bēag.model.md:53:1	
oe	evidence_form	bugan	Germanic/docs/lexeme_reports/model_entries/1962-bow-bēag.model.md:64:2	
oe	evidence_form	bugan	Germanic/docs/lexeme_reports/model_entries/1962-bow-bēag.model.md:64:3	
oe	evidence_form	bugan	Germanic/docs/lexeme_reports/model_entries/1962-bow-bēag.model.md:69:2	
oe	comparison_form	bycc	Germanic/docs/lexeme_reports/model_entries/1973-buck-bucc.model.md:43:1	
oe	comparison_form	byrd	Germanic/docs/lexeme_reports/model_entries/1951-birth-byrd.model.md:25:1	
oe	comparison_form	ca	Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:36:2	
oe	comparison_form	ca	Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:42:1	
oe	comparison_form	ca	Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:67:1	
oe	evidence_form	cealf	Germanic/docs/lexeme_reports/model_entries/1975-calf-ċealf.model.md:25:1	
oe	evidence_form	cealf	Germanic/docs/lexeme_reports/model_entries/1975-calf-ċealf.model.md:25:4	
oe	evidence_form	cealfru	Germanic/docs/lexeme_reports/model_entries/1975-calf-ċealf.model.md:25:2	
oe	evidence_form	cealfru	Germanic/docs/lexeme_reports/model_entries/1975-calf-ċealf.model.md:25:3	
oe	comparison_form	ciezan	Germanic/docs/lexeme_reports/model_entries/2227-strew-strīeġan.model.md:32:2	
oe	evidence_form	cnaep	Germanic/docs/lexeme_reports/model_entries/2087-knob-cnobba.model.md:58:1	
oe	comparison_form	cneohtas	Germanic/docs/lexeme_reports/model_entries/2086-knight-cniht.model.md:34:1	
oe	comparison_form	cneohtas	Germanic/docs/lexeme_reports/model_entries/2086-knight-cniht.model.md:45:2	
oe	comparison_form	cneohtas	Germanic/docs/lexeme_reports/model_entries/2086-knight-cniht.model.md:59:1	
oe	comparison_form	cneohtas	Germanic/docs/lexeme_reports/model_entries/2086-knight-cniht.model.md:59:2	
oe	target_form	cniht	Germanic/docs/lexeme_reports/model_entries/2086-knight-cniht.model.md:33:1	
oe	target_form	cniht	Germanic/docs/lexeme_reports/model_entries/2086-knight-cniht.model.md:44:1	
oe	target_form	cniht	Germanic/docs/lexeme_reports/model_entries/2086-knight-cniht.model.md:45:1	
oe	target_form	cniht	Germanic/docs/lexeme_reports/model_entries/2086-knight-cniht.model.md:58:3	
oe	evidence_form	cnopp	Germanic/docs/lexeme_reports/model_entries/2087-knob-cnobba.model.md:57:1	
oe	comparison_form	cnoppa	Germanic/docs/lexeme_reports/model_entries/2087-knob-cnobba.model.md:34:1	
oe	comparison_form	cnoppa	Germanic/docs/lexeme_reports/model_entries/2087-knob-cnobba.model.md:39:1	
oe	evidence_form	cnoppa	Germanic/docs/lexeme_reports/model_entries/2087-knob-cnobba.model.md:57:2	
oe	comparison_form	cnoppa	Germanic/docs/lexeme_reports/model_entries/2087-knob-cnobba.model.md:61:1	
oe	comparison_form	corn	Germanic/docs/lexeme_reports/model_entries/1979-corn-corn.model.md:21:1	
oe	comparison_form	corn	Germanic/docs/lexeme_reports/model_entries/1979-corn-corn.model.md:25:1	
oe	comparison_form	corn	Germanic/docs/lexeme_reports/model_entries/1979-corn-corn.model.md:29:1	
oe	comparison_form	cu	Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:27:1	
oe	comparison_form	cu	Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:33:1	
oe	comparison_form	cu	Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:33:2	
oe	comparison_form	cu	Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:35:1	
oe	comparison_form	cu	Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:39:1	
oe	comparison_form	cu	Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:54:1	
oe	comparison_form	cu	Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:64:1	
oe	comparison_form	cu	Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:65:1	
oe	comparison_form	cudu	Germanic/docs/lexeme_reports/model_entries/1983-cud-cwedu.model.md:31:3	
oe	comparison_form	cudu	Germanic/docs/lexeme_reports/model_entries/1983-cud-cwedu.model.md:32:4	
oe	comparison_form	cudu	Germanic/docs/lexeme_reports/model_entries/1983-cud-cwedu.model.md:52:1	
oe	comparison_form	cue	Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:33:3	
oe	comparison_form	cus	Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:33:5	
oe	comparison_form	cus	Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:42:3	
oe	target_form	cwedu	Germanic/docs/lexeme_reports/model_entries/1983-cud-cwedu.model.md:26:1	
oe	target_form	cwedu	Germanic/docs/lexeme_reports/model_entries/1983-cud-cwedu.model.md:40:1	
oe	target_form	cwedu	Germanic/docs/lexeme_reports/model_entries/1983-cud-cwedu.model.md:49:1	
oe	comparison_form	cweodu	Germanic/docs/lexeme_reports/model_entries/1983-cud-cwedu.model.md:22:2	
oe	comparison_form	cweodu	Germanic/docs/lexeme_reports/model_entries/1983-cud-cwedu.model.md:32:1	lws
oe	comparison_form	cweodu	Germanic/docs/lexeme_reports/model_entries/1983-cud-cwedu.model.md:32:3	lws
oe	comparison_form	cweodu	Germanic/docs/lexeme_reports/model_entries/1983-cud-cwedu.model.md:51:1	
oe	comparison_form	cwidu	Germanic/docs/lexeme_reports/model_entries/1983-cud-cwedu.model.md:22:1	
oe	comparison_form	cwidu	Germanic/docs/lexeme_reports/model_entries/1983-cud-cwedu.model.md:23:1	
oe	comparison_form	cwidu	Germanic/docs/lexeme_reports/model_entries/1983-cud-cwedu.model.md:31:1	
oe	comparison_form	cwidu	Germanic/docs/lexeme_reports/model_entries/1983-cud-cwedu.model.md:50:1	
oe	comparison_form	cwudu	Germanic/docs/lexeme_reports/model_entries/1983-cud-cwedu.model.md:22:3	
oe	comparison_form	cwudu	Germanic/docs/lexeme_reports/model_entries/1983-cud-cwedu.model.md:31:2	
oe	comparison_form	cwudu	Germanic/docs/lexeme_reports/model_entries/1983-cud-cwedu.model.md:32:2	
oe	comparison_form	cwudu	Germanic/docs/lexeme_reports/model_entries/1983-cud-cwedu.model.md:51:2	
oe	comparison_form	cy	Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:33:4	
oe	comparison_form	cy	Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:34:1	
oe	comparison_form	cy	Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:34:2	
oe	comparison_form	cy	Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:36:1	
oe	comparison_form	cy	Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:39:2	
oe	comparison_form	cy	Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:42:2	
oe	comparison_form	cy	Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:49:1	
oe	comparison_form	cy	Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:52:1	
oe	comparison_form	cy	Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:64:2	
oe	comparison_form	cy	Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:66:1	
oe	comparison_form	cy	Germanic/docs/lexeme_reports/model_entries/1980-cow-cȳ.model.md:70:1	
oe	comparison_form	daeg	Germanic/docs/lexeme_reports/model_entries/2140-night-niht.model.md:27:1	
oe	evidence_form	dagum	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md:258:3	
oe	target_form	dile	Germanic/docs/lexeme_reports/model_entries/1990-dill-dile.model.md:22:1	
oe	target_form	dile	Germanic/docs/lexeme_reports/model_entries/1990-dill-dile.model.md:35:1	
oe	target_form	dile	Germanic/docs/lexeme_reports/model_entries/1990-dill-dile.model.md:41:1	
oe	target_form	dile	Germanic/docs/lexeme_reports/model_entries/1990-dill-dile.model.md:46:1	
oe	target_form	dile	Germanic/docs/lexeme_reports/model_entries/1990-dill-dile.model.md:60:3	
oe	target_form	dile	Germanic/docs/lexeme_reports/model_entries/1990-dill-dile.model.md:62:1	
oe	comparison_form	dili	Germanic/docs/lexeme_reports/model_entries/1990-dill-dile.model.md:36:1	
oe	comparison_form	dill	Germanic/docs/lexeme_reports/model_entries/1990-dill-dile.model.md:41:2	
oe	comparison_form	dill	Germanic/docs/lexeme_reports/model_entries/1990-dill-dile.model.md:59:2	
oe	comparison_form	dor	Germanic/docs/lexeme_reports/model_entries/1992-door-dor.model.md:21:1	
oe	comparison_form	dor	Germanic/docs/lexeme_reports/model_entries/1992-door-dor.model.md:25:1	
oe	target_form	dor	Germanic/docs/lexeme_reports/model_entries/1992-door-dor.model.md:25:4	
oe	comparison_form	dor	Germanic/docs/lexeme_reports/model_entries/1992-door-dor.model.md:29:1	
oe	comparison_form	duguth	Germanic/docs/lexeme_reports/model_entries/2308-youth-ġeoguþ.model.md:52:1	
oe	comparison_form	duru	Germanic/docs/lexeme_reports/model_entries/1992-door-dor.model.md:21:2	
oe	comparison_form	duru	Germanic/docs/lexeme_reports/model_entries/1992-door-dor.model.md:25:2	
oe	comparison_form	duru	Germanic/docs/lexeme_reports/model_entries/1992-door-dor.model.md:25:3	
oe	comparison_form	duru	Germanic/docs/lexeme_reports/model_entries/1992-door-dor.model.md:25:5	
oe	comparison_form	duru	Germanic/docs/lexeme_reports/model_entries/1992-door-dor.model.md:29:2	
oe	evidence_form	faerd	Germanic/docs/lexeme_reports/model_entries/2003-fare-faran.model.md:25:3	
oe	evidence_form	faere	Germanic/docs/lexeme_reports/model_entries/2003-fare-faran.model.md:25:1	
oe	evidence_form	faerst	Germanic/docs/lexeme_reports/model_entries/2003-fare-faran.model.md:25:2	
oe	comparison_form	faest	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:39:1	
oe	comparison_form	faest	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:61:1	
oe	comparison_form	faestan	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:34:1	
oe	comparison_form	faestan	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:61:2	
oe	comparison_form	faestan	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:34:2	
oe	comparison_form	faestan	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:61:3	
oe	comparison_form	fearn	Germanic/docs/lexeme_reports/model_entries/2008-fern-fearn.model.md:21:1	
oe	comparison_form	fearn	Germanic/docs/lexeme_reports/model_entries/2008-fern-fearn.model.md:25:1	
oe	comparison_form	fearn	Germanic/docs/lexeme_reports/model_entries/2008-fern-fearn.model.md:25:2	
oe	comparison_form	fearn	Germanic/docs/lexeme_reports/model_entries/2008-fern-fearn.model.md:25:4	
oe	comparison_form	fearn	Germanic/docs/lexeme_reports/model_entries/2008-fern-fearn.model.md:29:1	
oe	comparison_form	feld	Germanic/docs/lexeme_reports/model_entries/2009-field-feld.model.md:21:1	
oe	comparison_form	feld	Germanic/docs/lexeme_reports/model_entries/2009-field-feld.model.md:25:1	
oe	comparison_form	feld	Germanic/docs/lexeme_reports/model_entries/2009-field-feld.model.md:25:2	
oe	comparison_form	feld	Germanic/docs/lexeme_reports/model_entries/2009-field-feld.model.md:29:1	
oe	comparison_form	fell	Germanic/docs/lexeme_reports/model_entries/2007-fell-fell.model.md:21:1	
oe	comparison_form	fell	Germanic/docs/lexeme_reports/model_entries/2007-fell-fell.model.md:25:1	
oe	comparison_form	fell	Germanic/docs/lexeme_reports/model_entries/2007-fell-fell.model.md:25:2	
oe	comparison_form	fell	Germanic/docs/lexeme_reports/model_entries/2007-fell-fell.model.md:25:3	
oe	comparison_form	fell	Germanic/docs/lexeme_reports/model_entries/2007-fell-fell.model.md:29:1	
oe	evidence_form	feower	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md:289:2	
oe	comparison_form	fern	Germanic/docs/lexeme_reports/model_entries/2008-fern-fearn.model.md:25:3	
oe	target_form	festan	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:33:1	
oe	target_form	festan	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:34:3	
oe	target_form	festan	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:39:2	
oe	target_form	festan	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:45:1	
oe	target_form	festan	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:48:1	
oe	target_form	festan	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:59:2	
oe	target_form	festan	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:60:3	
oe	target_form	festan	Germanic/docs/lexeme_reports/model_entries/2004-fast-festan.model.md:63:1	
oe	comparison_form	findan	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:22:1	
oe	comparison_form	findan	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:34:2	
oe	comparison_form	findan	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:61:2	
oe	comparison_form	findan	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:61:3	
oe	comparison_form	flascan	Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md:28:1	
oe	comparison_form	flascan	Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md:33:1	
oe	comparison_form	flascan	Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md:45:1	
oe	target_form	flasce	Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md:27:1	
oe	target_form	flasce	Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md:32:1	
oe	target_form	flasce	Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md:36:1	
oe	target_form	flasce	Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md:43:1	
oe	target_form	flasce	Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md:44:1	
oe	target_form	flasce	Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md:60:3	
oe	target_form	flasce	Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md:63:1	
oe	comparison_form	flaxe	Germanic/docs/lexeme_reports/model_entries/2016-flask-flasce.model.md:33:2	
oe	comparison_form	folgian	Germanic/docs/lexeme_reports/model_entries/2027-follow-fylġan.model.md:21:2	
