audit_id	prepass_manifest_id	entry	source_key	prepass_citation_span	action_taken	source_passage_checked	locator_or_reason	appears_in_generated_after	postpass_status	notes
AUDIT03-ROW-0023	AUDIT02-REM-0023	navel / nafola	Kroonen2013	[@Kroonen2013; @RingeTaylor2014, 270]	locator_added	Verified Kroonen p. 420 for the nasal-suffix navel entry that explicitly cites OE _nafela_.	Localized to `[@Kroonen2013, 420]` with revised prose matching the source.	no	resolved_in_audit03	Audit 02’s broad _*nablô_ staging note was corrected to the actual Kroonen entry content.
AUDIT03-ROW-0024	AUDIT02-REM-0024	neck / hnecca	KlugeSeebold2011	[@KlugeSeebold2011]	retained_broad_with_source_specific_reason	Rechecked Kluge for the _Nacken_ comparison and confirmed the witness is still unpaginated.	Kluge still supplies the a-grade _Nacken_ family comparison for _hnecca_, but the local OCR witness remains unpaginated.	yes	remaining_generated_broad	Keep the broad citation openly until a paginated Kluge-Seebold witness is available.
AUDIT03-ROW-0025	AUDIT02-REM-0025	neck / hnecca	Orel2003	[@Orel2003]	retained_broad_with_source_specific_reason	Rechecked Orel for a page-safe neck-family article and did not recover one.	The remaining Orel citation still marks the competing a-grade comparative label for the neck family, but the exact article page was not recovered safely.	yes	remaining_generated_broad	Retain broad for now and revisit with a better Orel article recovery.
AUDIT03-ROW-0026	AUDIT02-REM-0026	needle / nǣdl	Hogg1992	[@Hogg1992]	retained_broad_with_source_specific_reason	Rechecked Hogg’s broader cluster-history discussion for _nidi_ / _nǣdl_.	The Hogg citation still provides broader cluster-history background for _nidi_ / _nǣdl_, rather than simple dictionary attestation.	yes	remaining_generated_broad	Retain broad for now or split the historical background away from the localized OE attestation.
AUDIT03-ROW-0027	AUDIT02-REM-0027	sap / sæp	KlugeSeebold2011	[@KlugeSeebold2011]	citation_removed_as_redundant	Localized Kroonen 420 and Orel 319 already cover the comparative sap-family claims.	Removed the redundant broad Kluge citation from the comparative sentence.	no	resolved_in_audit03	The sap entry remains adequately supported by localized comparative and OE evidence.
AUDIT03-ROW-0028	AUDIT02-REM-0028	sap / sæp	KlugeSeebold2011	[@KlugeSeebold2011]	citation_removed_as_redundant	Localized Clark Hall 247 and Orel 319 already cover the OE noun and comparative notation for _sæp_.	Removed the redundant broad Kluge citation from the Old English evidence sentence.	no	resolved_in_audit03	The OE-form clause stays fully supported after removal.
AUDIT03-ROW-0029	AUDIT02-REM-0029	staff / stæf	KlugeSeebold2011	[@KlugeSeebold2011]	citation_removed_as_redundant	Localized Kroonen 471 and Orel 368 already cover the mixed stem-class discussion for _stæf_.	Removed the redundant broad Kluge citation from the comparative stem-class sentence.	no	resolved_in_audit03	The staff entry now relies only on localized comparative evidence.
AUDIT03-ROW-0030	AUDIT02-REM-0030	world / weorold	Orel2003	[@Orel2003; @RingeTaylor2014, 341]	retained_broad_with_source_specific_reason	Rechecked Orel for a page-safe _weorold_ article and did not recover one beyond the unsafe index pointer.	The remaining Orel citation still marks the older _*wira-_ vocalism in the _weorold_ family, but the actual article page was not recovered beyond an unsafe index pointer.	yes	remaining_generated_broad	Recover the actual Orel article page or soften the clause to explicit project framing.
AUDIT03-ROW-0031	AUDIT02-REM-0031	world / weorold	KlugeSeebold2011	[@KlugeSeebold2011]	retained_broad_with_source_specific_reason	Rechecked Kluge for the _*wira-aldō_ compound support and confirmed the witness is still unpaginated.	Kluge still preserves the _*wira-aldō_ compound line behind _weorold_, but the local OCR witness remains unpaginated.	yes	remaining_generated_broad	Keep the broad citation openly until a paginated Kluge-Seebold witness is available.
AUDIT03-ROW-0032	AUDIT02-REM-0032	world / weorold	SieversBrunner1965	[@SieversBrunner1965; @BrightCassidyRingler1971, 465]	retained_broad_with_source_specific_reason	Rechecked the broader _weorold / world / wurold_ form set in Sievers-Brunner and left the citation broad.	The remaining Sievers-Brunner citation still carries the wider _weorold / world / wurold_ form set, which was not isolated to one safer section in this pass.	yes	remaining_generated_broad	Retain broad for now or split the orthographic/paradigmatic background from the localized Bright evidence.
AUDIT03-ROW-0033	AUDIT02-REM-0033	ban / bannes	Campbell1959	[@Campbell1959]	retained_broad_with_source_specific_reason	Rechecked the Campbell comparison between medial-geminate _bannes_ and citation-form _ban_.	The Campbell citation still supports the nominative _ban_ contrast against medial-geminate _bannes_, but the combined apocope-plus-simplification clause was not isolated to a safer section.	yes	remaining_generated_broad	Retain broad for now and isolate the exact Campbell section if the comparison sentence is kept.
AUDIT03-ROW-0034	AUDIT02-REM-0034	fright / fyrhte	RingeTaylor2014	[@RingeTaylor2014]	retained_broad_with_source_specific_reason	Rechecked the Ringe-Taylor analogical-nominative discussion for _fyrhte_ and left it broad.	The Ringe-Taylor citation still carries the nominative-remodeling versus oblique-inheritance contrast behind _fyrhte_.	yes	remaining_generated_broad	Retain broad for now and isolate the exact Ringe-Taylor page if the analogical contrast remains in prose.
AUDIT03-ROW-0035	AUDIT02-REM-0035	fright / fyrhte	Campbell1959	[@Campbell1959]	retained_broad_with_source_specific_reason	Rechecked the Campbell abstract-noun development claim for _fyrhte_ and left it broad.	The Campbell citation still carries the abstract-noun _-e < -i < -in_ development behind _fyrhte_, but the exact section was not safely isolated in this pass.	yes	remaining_generated_broad	Retain broad for now and isolate the exact Campbell section if the derivational sentence remains combined.
AUDIT03-ROW-0036	AUDIT02-REM-0036	have / hæfeþ	Kroonen2013	[@Kroonen2013; @RingeTaylor2014, 93]	retained_broad_with_source_specific_reason	Rechecked the broader Kroonen _habban_ family support and left it broad beside localized Ringe-Taylor evidence.	The Kroonen citation still provides broader class-III weak-verb family background for _habban_ beside the localized Ringe-Taylor present-stem discussion.	yes	remaining_generated_broad	Leave broad until the exact Kroonen article can be recovered safely.
AUDIT03-ROW-0037	AUDIT02-REM-0037	have / hæfeþ	Fulk2018	[@Fulk2018]	prose_softened_to_project_framing	Rewrote the 3sg-present-cell sentence so it no longer attributes the finite-cell choice to an unlocalized Fulk claim.	Removed the broad Fulk citation and framed the finite-cell choice explicitly as part of the project analysis.	no	resolved_in_audit03	The remaining Ringe-Taylor evidence still supports the non-geminating present stem.
AUDIT03-ROW-0038	AUDIT02-REM-0038	man / mannes	Campbell1959	[@Campbell1959]	retained_broad_with_source_specific_reason	Rechecked the Campbell derivational chain for _mannes_ and left the combined rule chain broad.	The Campbell citation still supports the brightening-plus-unstressed-merger path behind _mannes_, but the combined rule chain was not isolated to a safer section in this pass.	yes	remaining_generated_broad	Retain broad for now and isolate the exact Campbell section if the derivational sentence remains combined.
AUDIT03-ROW-0039	AUDIT02-REM-0039	meed / meorde	RingeTaylor2014	[@RingeTaylor2014]	locator_added	Verified Ringe-Taylor p. 285 for PGmc _*mizdo_ > OE _meord ~ méd_.	Localized to `[@RingeTaylor2014, 285]`.	no	resolved_in_audit03	The meorde development sentence now rests on a printed-page derivation line.
AUDIT03-ROW-0040	AUDIT02-REM-0040	shove / sċēaf	RingeTaylor2014	[@RingeTaylor2014]	retained_broad_with_source_specific_reason	Rechecked the Ringe-Taylor present-versus-preterite split behind _sċēaf_ and left it broad.	The remaining Ringe-Taylor citation still supplies the class-II present-versus-preterite split behind the selected _sċēaf_ cell, but not on an isolated page yet.	yes	remaining_generated_broad	Retain broad for now and isolate the exact class-II discussion page if the sentence remains combined.
AUDIT03-ROW-0041	AUDIT02-REM-0041	span / spanne	SieversBrunner1965	[@SieversBrunner1965]	retained_broad_with_source_specific_reason	Rechecked the Sievers-Brunner dative-singular paradigm background for _spanne_ and left it broad.	The remaining Sievers-Brunner citation still supplies the dative-singular paradigm background behind _spanne_, but the exact supporting section was not isolated safely.	yes	remaining_generated_broad	Retain broad for now or recast the paradigm sentence around already localized Seebold and Clark Hall evidence.
AUDIT03-ROW-0042	AUDIT02-REM-0042	learn (iptv.2sg) / liorna	Fulk2018	[@Fulk2018]	retained_broad_with_source_specific_reason	Rechecked Fulk for a page-safe _*liznō-_ learn-family citation and did not verify one safely in this pass.	The Fulk citation still marks the _*liznō-_ learn-family background behind _liorna_, but the exact page was not verified safely in this pass.	yes	remaining_generated_broad	Retain broad for now and verify the exact Fulk page before narrowing the citation.
AUDIT03-ROW-0043	AUDIT02-REM-0043	lick (iptv.2sg) / licca	RingeTaylor2014	[@RingeTaylor2014]	retained_broad_with_source_specific_reason	Rechecked Ringe-Taylor for a page-safe class-II weak-verb citation behind imperative _licca_ and left it broad.	The Ringe-Taylor citation still supplies the West Germanic class-II weak-verb background behind imperative _licca_.	yes	remaining_generated_broad	Retain broad for now and verify the exact Ringe-Taylor page before narrowing the citation.
AUDIT03-ROW-0044	AUDIT02-REM-0044	lick (3sg) / liccaþ	RingeTaylor2014	[@RingeTaylor2014]	retained_broad_with_source_specific_reason	Rechecked Ringe-Taylor for a page-safe class-II weak-verb citation behind 3sg _liccaþ_ and left it broad.	The Ringe-Taylor citation still supplies the West Germanic class-II weak-verb background behind 3sg _liccaþ_.	yes	remaining_generated_broad	Retain broad for now and verify the exact Ringe-Taylor page before narrowing the citation.
AUDIT03-ROW-0045	AUDIT02-REM-0045	rust / rust	RingeTaylor2014	[@RingeTaylor2014]	prose_softened_to_project_framing	Rewrote the development sentence so Campbell alone carries the lowering rule and the broader _*rustaz_ comparison is explicit project framing.	Removed the broad Ringe-Taylor citation from the rust development sentence.	no	resolved_in_audit03	The unresolved-vowel problem remains stated, but the claim no longer pretends to rest on an unlocalized Ringe-Taylor page.
AUDIT03-ROW-0046	AUDIT02-REM-0046	wolf / wulf	Kroonen2013	[@Kroonen2013; @RingeTaylor2014, 47]	retained_broad_with_source_specific_reason	Rechecked the broader Kroonen wolf-family clause and left it broad beside localized Ringe-Taylor support.	The Kroonen citation still supplies wider wolf-family background beside the localized Ringe-Taylor exception discussion.	yes	remaining_generated_broad	Retain broad until the direct Kroonen wolf article is recovered safely.
AUDIT03-ROW-0047	AUDIT02-REM-0047	wolf / wulf	SieversBrunner1965	[@SieversBrunner1965]	retained_broad_with_source_specific_reason	Rechecked the Sievers-Brunner counterfactual high-vowel-oblique clause for _wulf_ and left it broad.	The remaining Sievers-Brunner citation still frames the counterfactual high-vowel oblique comparison behind _wulf_, which has not yet been rewritten into fully explicit project framing.	yes	remaining_generated_broad	Either isolate the exact paradigm rule or soften the counterfactual sentence further.
AUDIT03-ROW-0048	DRIFT-0001	breast / brēost	Kroonen2013	[@Kroonen2013; @Orel2003, 95; @RingeTaylor2014, 43]	locator_added	Fresh scan exposed an audit-02 manifest drift row: broad Kroonen support still present in the generated _brēost_ entry.	Localized to `[@Kroonen2013, 114]`.	no	resolved_in_audit03	The fresh scan corrected the false-zero omission and localized the remaining Kroonen clause.
AUDIT03-ROW-0049	DRIFT-0002	sieve / sife	KlugeSeebold2011	[@KlugeSeebold2011; @Campbell1959, §609]	retained_broad_with_source_specific_reason	Fresh scan exposed an audit-02 manifest drift row: broad Kluge support still present in the generated _sife_ entry.	Kluge still serves as secondary comparative support for the West Germanic _*sibi-_ line behind _sife_, but the local OCR witness remains unpaginated.	yes	remaining_generated_broad	Keep the broad citation openly until a paginated Kluge-Seebold witness is available.
