manifest_id	entry	class_bucket	source_key	current_status	current_citation_span	surrounding_sentence	source_layer	local_sources_checked	external_or_alternate_sources_checked	search_terms_used	passage_found	page_or_section_verified	action_taken	locator_added	new_status	file_changed	notes
CLMM01-0104	sunder / sundrian	regular	BosworthToller1898	retained_broad_general_background	[@ClarkHall1960, 296; @BosworthToller1898]	Orel distinguishes three related formations: adverbial _\*sunþraz_ > sundor, Class I verbal _\*sunþrjanan_ > syndrian, and Class II verbal _\*sunþrōjanan_ > sundrian [@Orel2003, 426]. Kluge-Seebold aligns the cognate set with German _sondern_ and OE _gesundrian_, so this entry belongs with the Class II verb, not the adverb [@KlugeSeebold2011]. Clark Hall and Bosworth-Toller keep _sundrian_ and _syndrian_ separate from adverbial _sundor_, and both preserve the prefixed verbal family _ā-sundrian_ [@ClarkHall1960, 296; @BosworthToller1898]. From _\*súndrōjaną_, the Class II weak-verb suffix yields regular OE _-ian_, producing _sundrian_.	regular_book_prose	docs/references/legacy/anglosaxondictio00tolluoft.txt		sunder	yes		retained_broad_general_background		retained_broad_general_background	Germanic/docs/assembly/citation_locator_remaining_master.tsv	Primary-source recheck verified the entry content in the available local witness; no safe page marker survives in the current witness, so the citation is now retained broad for honest dictionary/etymological background.
CLMM01-0109	think / þenċan	regular	BosworthToller1898	retained_broad_general_background	[@BosworthToller1898]	Kroonen gives the verb as _\*þankjan-_ 'to think', and Ringe and Taylor cite fully inflected _\*þankijaną_ beside OE _þenċan_ [@Kroonen2013; @RingeTaylor2014]. The noun _\*þankaz_ belongs only to the wider derivational background. Bosworth-Toller preserves the verb under _þencan_/_geþencan_, and the citation form here is the ordinary infinitive _þenċan_ [@BosworthToller1898]. From _\*θánkijaną_, palatalization before _\*j_ and i-umlaut produce _þenċan_. Campbell's assibilation discussion uses the same verb _þencan_; the class-III relic _hycgan_ is a different lexeme [@Campbell1959, §438; @Hogg1992, §3.4.2.4].	regular_book_prose	docs/references/legacy/anglosaxondictio00tolluoft.txt		think	yes		retained_broad_general_background		retained_broad_general_background	Germanic/docs/assembly/citation_locator_remaining_master.tsv	Primary-source recheck verified the entry content in the available local witness; no safe page marker survives in the current witness, so the citation is now retained broad for honest dictionary/etymological background.
CLMM01-0135	will / willa	regular	KlugeSeebold2011	retained_broad_general_background	[@Kroonen2013, 618; @Orel2003, 492; @KlugeSeebold2011]	Kroonen separates noun _\*weljan-_ 2 'will, wish' from verb _\*weljan-_ 1 'to want', while Orel and Kluge represent the noun as _\*weljōn_ [@Kroonen2013, 618; @Orel2003, 492; @KlugeSeebold2011]. The selected derivational form _\*wéljô_ is the noun-side input used for this row. Clark Hall lemmatizes noun _willa m._ separately from verb _willan_ [@ClarkHall1960, 368]. From _\*wéljô_, j-gemination yields a heavy stem, i-umlaut gives _will-_, and later shortening plus j-loss produce _willa_. The selected form is the noun _willa_ 'will, wish'. Related verb _willan_ belongs to a separate lexeme and should not be substituted for the noun row [@Kroonen2013, 618; @ClarkHall1960, 368].	regular_book_prose	docs/references/kluge_seebold_etymologisches_woerterbuch.txt		will	yes		retained_broad_general_background		retained_broad_general_background	Germanic/docs/assembly/citation_locator_remaining_master.tsv	Primary-source recheck verified the entry content in the available local witness; no safe page marker survives in the current witness, so the citation is now retained broad for honest dictionary/etymological background.
CLMM01-0147	yarn / ġearn	regular	BosworthToller1898	retained_broad_general_background	[@ClarkHall1960, 145; @BosworthToller1898]	Kroonen cites the noun as _\*garna-_, and Ringe and Taylor give the early chain _\*garna_ > _\*geern_ > _\*gearn_ > OE _gearn_ [@Kroonen2013, 209; @RingeTaylor2014, 220]. Clark Hall records _gearn (e) n._ 'yarn, spun wool', and Bosworth-Toller glosses _gearn_ as _filatum_ [@ClarkHall1960, 145; @BosworthToller1898]. From _\*gárną_, brightening and breaking before _rn_ yield _gearn_; palatalization of initial _g_ before the resulting front-vocalic sequence gives normalized _ġearn_.	regular_book_prose	docs/references/legacy/anglosaxondictio00tolluoft.txt		yarn	yes		retained_broad_general_background		retained_broad_general_background	Germanic/docs/assembly/citation_locator_remaining_master.tsv	Primary-source recheck verified the entry content in the available local witness; no safe page marker survives in the current witness, so the citation is now retained broad for honest dictionary/etymological background.
CLMM01-0158	dill / dile	early_analogy	ClarkHall1960	retained_broad_general_background	[@BosworthToller1898, 164; @ClarkHall1960]	Old English dictionaries record the plant name as _dile_, alongside the variant _dili_ [@BosworthToller1898, 164; @ClarkHall1960]. The form discussed here is therefore an attested Old English noun with single _l_.	nonregular_model_entry	docs/references/legacy/aconciseanglosa01hallgoog.txt		dill	yes		retained_broad_general_background		retained_broad_general_background	Germanic/docs/assembly/citation_locator_remaining_master.tsv	Primary-source recheck verified the entry content in the available local witness; no safe page marker survives in the current witness, so the citation is now retained broad for honest dictionary/etymological background.
CLMM01-0161	fast / festan	early_analogy	ClarkHall1960	retained_broad_general_background	[@BosworthToller1898, 213; @ClarkHall1960]	Old English dictionaries record forms such as _festan_, alongside related _fæstan_ / _fǣstan_ spellings and meanings [@BosworthToller1898, 213; @ClarkHall1960]. The form selected here is _festan_, which fits the regular class-I phonological development.	nonregular_model_entry	docs/references/legacy/aconciseanglosa01hallgoog.txt		fast	yes		retained_broad_general_background		retained_broad_general_background	Germanic/docs/assembly/citation_locator_remaining_master.tsv	Primary-source recheck verified the entry content in the available local witness; no safe page marker survives in the current witness, so the citation is now retained broad for honest dictionary/etymological background.
CLMM01-0174	knight / cniht	early_analogy	KlugeSeebold2011	retained_broad_general_background	[@KlugeSeebold2011]	The comparative sources align on an _e_-grade reconstruction for this noun. Ringe and Taylor cite _\*kneht_, and Orel gives _\*knextaz_ [@RingeTaylor2014, 142; @Orel2003, 256]. Kluge-Seebold likewise points to _\*knehta-_ [@KlugeSeebold2011]. The selected input _\*knéxtaz_ follows that comparative evidence.	nonregular_model_entry	docs/references/kluge_seebold_etymologisches_woerterbuch.txt		knight	yes		retained_broad_general_background		retained_broad_general_background	Germanic/docs/assembly/citation_locator_remaining_master.tsv	Primary-source recheck verified the entry content in the available local witness; no safe page marker survives in the current witness, so the citation is now retained broad for honest dictionary/etymological background.
CLMM01-0186	lap / lappa	early_analogy	KlugeSeebold2011	retained_broad_general_background	[@Orel2003; @Kroonen2013; @KlugeSeebold2011]	The comparative sources point to a weak noun with _pp_: Orel gives _\*lappōn_, Kroonen places the word in a weak _\*lappan-_ family, and Kluge-Seebold cites West Germanic _lappa_ forms alongside Old English _læppa_ [@Orel2003; @Kroonen2013; @KlugeSeebold2011]. The selected input _\*láppô_ follows that evidence.	nonregular_model_entry	docs/references/kluge_seebold_etymologisches_woerterbuch.txt		lap	yes		retained_broad_general_background		retained_broad_general_background	Germanic/docs/assembly/citation_locator_remaining_master.tsv	Primary-source recheck verified the entry content in the available local witness; no safe page marker survives in the current witness, so the citation is now retained broad for honest dictionary/etymological background.
CLMM01-0201	loam / lām	early_analogy	BosworthToller1898	retained_broad_general_background	[@BosworthToller1898; @ClarkHall1960, 196]	Old English dictionaries record the noun as _lām_, a neuter word for 'loam, clay, mud' [@BosworthToller1898; @ClarkHall1960, 196]. The target is an attested citation form rather than a reconstructed comparator.	nonregular_model_entry	docs/references/legacy/anglosaxondictio00tolluoft.txt		loam	yes		retained_broad_general_background		retained_broad_general_background	Germanic/docs/assembly/citation_locator_remaining_master.tsv	Primary-source recheck verified the entry content in the available local witness; no safe page marker survives in the current witness, so the citation is now retained broad for honest dictionary/etymological background.
CLMM01-0214	neck / hnecca	early_analogy	KlugeSeebold2011	retained_broad_general_background	[@KlugeSeebold2011]	The noun belongs to an ablauting n-stem family. Kroonen reconstructs a paradigm with nominative _\*hnekkō_, genitive _\*hnukkaz_, and accusative plural _\*hnakkuns_, and he places Old English _hnecca_ among the e-grade descendants [@Kroonen2011, 167]. Kluge-Seebold likewise identifies _ae. hnecca_ as an ablaut partner of the a-grade _Nacken_ family [@KlugeSeebold2011].	nonregular_model_entry	docs/references/kluge_seebold_etymologisches_woerterbuch.txt		neck	yes		retained_broad_general_background		retained_broad_general_background	Germanic/docs/assembly/citation_locator_remaining_master.tsv	Primary-source recheck verified the entry content in the available local witness; no safe page marker survives in the current witness, so the citation is now retained broad for honest dictionary/etymological background.
CLMM01-0233	sap / sæp	early_analogy	KlugeSeebold2011	retained_broad_general_background	[@KlugeSeebold2011]	The comparative sources do not give one uniform inherited stem. Kroonen preserves the word family as _\*saf_/ppan-, with Old English _sæp_ m. [@Kroonen2013, 420]. Orel preserves the comparative notation _\*sapōn_ ~ _\*sapan_ [@Orel2003, 319], while Kluge-Seebold instead gives West Germanic _\*sapi-_ and still cites Old English _sæp_ n. [@KlugeSeebold2011].	nonregular_model_entry	docs/references/kluge_seebold_etymologisches_woerterbuch.txt		sap	yes		retained_broad_general_background		retained_broad_general_background	Germanic/docs/assembly/citation_locator_remaining_master.tsv	Primary-source recheck verified the entry content in the available local witness; no safe page marker survives in the current witness, so the citation is now retained broad for honest dictionary/etymological background.
CLMM01-0235	sap / sæp	early_analogy	KlugeSeebold2011	retained_broad_general_background	[@KlugeSeebold2011]	Clark Hall records _sæp_ (e) n. [@ClarkHall1960, 247], and Kluge-Seebold likewise cites ae. _sæp_ n. [@KlugeSeebold2011]. The target is therefore an attested neuter Old English noun. Orel's plain _sap_ notation belongs to comparative normalization, not to the spelling adopted here for the Old English form [@Orel2003, 319].	nonregular_model_entry	docs/references/kluge_seebold_etymologisches_woerterbuch.txt		sap	yes		retained_broad_general_background		retained_broad_general_background	Germanic/docs/assembly/citation_locator_remaining_master.tsv	Primary-source recheck verified the entry content in the available local witness; no safe page marker survives in the current witness, so the citation is now retained broad for honest dictionary/etymological background.
CLMM01-0239	sieve / sife	early_analogy	KlugeSeebold2011	retained_broad_general_background	[@KlugeSeebold2011; @Campbell1959, §609]	Kluge-Seebold gives wg. _\*sibi-_ n. ... ae. sife, and Campbell groups _sife_ with short neuter i-stems such as _spere_ [@KlugeSeebold2011; @Campbell1959, §609]. The older morphological background is the s-stem _\*sib-iz_, but the selected input is the normalized i-stem form _\*síbi_.	nonregular_model_entry	docs/references/kluge_seebold_etymologisches_woerterbuch.txt		sieve	yes		retained_broad_general_background		retained_broad_general_background	Germanic/docs/assembly/citation_locator_remaining_master.tsv	Primary-source recheck verified the entry content in the available local witness; no safe page marker survives in the current witness, so the citation is now retained broad for honest dictionary/etymological background.
CLMM01-0247	staff / stæf	early_analogy	KlugeSeebold2011	retained_broad_general_background	[@KlugeSeebold2011]	The comparative dictionaries do not give one uniform stem class. Kroonen reconstructs an a-stem _\*staba-_ [@Kroonen2013, 471]. Orel writes _\*stabiz_ ~ _\*stabaz_ [@Orel2003, 368], and Kluge-Seebold explicitly marks g. _\*stabi-_/a- [@KlugeSeebold2011]. That disagreement matters because a direct i-stem input in _\*-iz_ would predict i-mutation in Old English, whereas the attested noun keeps _æ_.	nonregular_model_entry	docs/references/kluge_seebold_etymologisches_woerterbuch.txt		staff	yes		retained_broad_general_background		retained_broad_general_background	Germanic/docs/assembly/citation_locator_remaining_master.tsv	Primary-source recheck verified the entry content in the available local witness; no safe page marker survives in the current witness, so the citation is now retained broad for honest dictionary/etymological background.
CLMM01-0250	swan / swanes	early_analogy	ClarkHall1960	retained_broad_general_background	[@ClarkHall1960]	Old English dictionaries give the ordinary headword as _swan_ [@ClarkHall1960]. Bright's glossary, however, also records the exact inflected form _swanes_; it glosses the noun as _swan, m._ with genitive singular _swanes_ and cites the phrase _swanes feðre_ [@BrightCassidyRingler1971, 441].	nonregular_model_entry	docs/references/legacy/aconciseanglosa01hallgoog.txt		swan	yes		retained_broad_general_background		retained_broad_general_background	Germanic/docs/assembly/citation_locator_remaining_master.tsv	Primary-source recheck verified the entry content in the available local witness; no safe page marker survives in the current witness, so the citation is now retained broad for honest dictionary/etymological background.
CLMM01-0268	withy / wīþiġ	early_analogy	KlugeSeebold2011	retained_broad_general_background	[@KlugeSeebold2011; @Orel2003]	The comparative evidence groups the word with Germanic forms of the _\*wīþja_/_ō-_ or _\*wiþ-_ type [@KlugeSeebold2011; @Orel2003]. That material is useful for the cognate set, but it does not by itself explain the Old English suffix of _wīþiġ_.	nonregular_model_entry	docs/references/kluge_seebold_etymologisches_woerterbuch.txt		withy	yes		retained_broad_general_background		retained_broad_general_background	Germanic/docs/assembly/citation_locator_remaining_master.tsv	Primary-source recheck verified the entry content in the available local witness; no safe page marker survives in the current witness, so the citation is now retained broad for honest dictionary/etymological background.
CLMM01-0274	world / weorold	early_analogy	KlugeSeebold2011	retained_broad_general_background	[@KlugeSeebold2011]	The word is the old compound 'age of men'. Comparative sources preserve two slightly different views of its first element. Orel and the _\*wira-_ tradition keep the older _i_-vocalism, while Ringe and Taylor discuss the lowered form _\*weraldiz_ and its pre-Old-English chain _\*weraldu_ > _\*weruld_ [@Orel2003; @RingeTaylor2014, 341]. Kluge-Seebold preserves both tendencies by giving compound _\*wira-aldō_ beside simplex _\*wera-_ [@KlugeSeebold2011].	nonregular_model_entry	docs/references/kluge_seebold_etymologisches_woerterbuch.txt		world	yes		retained_broad_general_background		retained_broad_general_background	Germanic/docs/assembly/citation_locator_remaining_master.tsv	Primary-source recheck verified the entry content in the available local witness; no safe page marker survives in the current witness, so the citation is now retained broad for honest dictionary/etymological background.
CLMM01-0287	ban / bannes	late_analogy	ClarkHall1960	retained_broad_general_background	[@ClarkHall1960; @BosworthToller1898, 303]	Old English lexicographic evidence securely supports the noun itself. Clark Hall gives _+bann_, and Bosworth-Toller records _ge-bann_ with oblique usage such as _gebanne_ [@ClarkHall1960; @BosworthToller1898, 303]. The exact unprefixed genitive _bannes_ is less directly cited in the reviewed material, so it is best treated here as the selected regular genitive comparison form rather than as a dictionary headword.	nonregular_model_entry	docs/references/legacy/aconciseanglosa01hallgoog.txt		ban	yes		retained_broad_general_background		retained_broad_general_background	Germanic/docs/assembly/citation_locator_remaining_master.tsv	Primary-source recheck verified the entry content in the available local witness; no safe page marker survives in the current witness, so the citation is now retained broad for honest dictionary/etymological background.
CLMM01-0301	fright / fyrhte	late_analogy	BosworthToller1898	retained_broad_general_background	[@BosworthToller1898]	Bosworth-Toller records _fyrhte_ with multiple textual attestations, and it also records nominative forms such as _fyrhtu_ and _fyrhto_ [@BosworthToller1898]. The noun must be kept distinct from the adjective _forht_, a distinction also reflected in Clark Hall [@ClarkHall1960].	nonregular_model_entry	docs/references/legacy/anglosaxondictio00tolluoft.txt		fright	yes		retained_broad_general_background		retained_broad_general_background	Germanic/docs/assembly/citation_locator_remaining_master.tsv	Primary-source recheck verified the entry content in the available local witness; no safe page marker survives in the current witness, so the citation is now retained broad for honest dictionary/etymological background.
CLMM01-0302	fright / fyrhte	late_analogy	ClarkHall1960	retained_broad_general_background	[@ClarkHall1960]	Bosworth-Toller records _fyrhte_ with multiple textual attestations, and it also records nominative forms such as _fyrhtu_ and _fyrhto_ [@BosworthToller1898]. The noun must be kept distinct from the adjective _forht_, a distinction also reflected in Clark Hall [@ClarkHall1960].	nonregular_model_entry	docs/references/legacy/aconciseanglosa01hallgoog.txt		fright	yes		retained_broad_general_background		retained_broad_general_background	Germanic/docs/assembly/citation_locator_remaining_master.tsv	Primary-source recheck verified the entry content in the available local witness; no safe page marker survives in the current witness, so the citation is now retained broad for honest dictionary/etymological background.
CLMM01-0305	hammer / hameres	late_analogy	BosworthToller1898	retained_broad_general_background	[@BosworthToller1898]	Bosworth-Toller directly records _hameres_ in an Old English genitival phrase [@BosworthToller1898]. The same dictionary tradition and Clark Hall also preserve the simplex headword as _hamor_ or _hamer_ [@BosworthToller1898; @ClarkHall1960, 160].	nonregular_model_entry	docs/references/legacy/anglosaxondictio00tolluoft.txt		hammer	yes		retained_broad_general_background		retained_broad_general_background	Germanic/docs/assembly/citation_locator_remaining_master.tsv	Primary-source recheck verified the entry content in the available local witness; no safe page marker survives in the current witness, so the citation is now retained broad for honest dictionary/etymological background.
CLMM01-0306	hammer / hameres	late_analogy	BosworthToller1898	retained_broad_general_background	[@BosworthToller1898; @ClarkHall1960, 160]	Bosworth-Toller directly records _hameres_ in an Old English genitival phrase [@BosworthToller1898]. The same dictionary tradition and Clark Hall also preserve the simplex headword as _hamor_ or _hamer_ [@BosworthToller1898; @ClarkHall1960, 160].	nonregular_model_entry	docs/references/legacy/anglosaxondictio00tolluoft.txt		hammer	yes		retained_broad_general_background		retained_broad_general_background	Germanic/docs/assembly/citation_locator_remaining_master.tsv	Primary-source recheck verified the entry content in the available local witness; no safe page marker survives in the current witness, so the citation is now retained broad for honest dictionary/etymological background.
CLMM01-0325	live / lifeþ	late_analogy	BosworthToller1898	retained_broad_general_background	[@BosworthToller1898; @ClarkHall1960]	The ordinary dictionary headwords are _libban_ and, in later remodeling, _lifian_ [@BosworthToller1898; @ClarkHall1960]. For this entry, however, the relevant comparison form is the archaic 3sg present attested as _lifed_, here normalized as _lifeþ_ [@RingeTaylor2014, 364; @Campbell1959, §762].	nonregular_model_entry	docs/references/legacy/anglosaxondictio00tolluoft.txt		live	yes		retained_broad_general_background		retained_broad_general_background	Germanic/docs/assembly/citation_locator_remaining_master.tsv	Primary-source recheck verified the entry content in the available local witness; no safe page marker survives in the current witness, so the citation is now retained broad for honest dictionary/etymological background.
CLMM01-0326	live / lifeþ	late_analogy	ClarkHall1960	retained_broad_general_background	[@BosworthToller1898; @ClarkHall1960]	The ordinary dictionary headwords are _libban_ and, in later remodeling, _lifian_ [@BosworthToller1898; @ClarkHall1960]. For this entry, however, the relevant comparison form is the archaic 3sg present attested as _lifed_, here normalized as _lifeþ_ [@RingeTaylor2014, 364; @Campbell1959, §762].	nonregular_model_entry	docs/references/legacy/aconciseanglosa01hallgoog.txt		live	yes		retained_broad_general_background		retained_broad_general_background	Germanic/docs/assembly/citation_locator_remaining_master.tsv	Primary-source recheck verified the entry content in the available local witness; no safe page marker survives in the current witness, so the citation is now retained broad for honest dictionary/etymological background.
CLMM01-0345	meed / meorde	late_analogy	BosworthToller1898	retained_broad_general_background	[@BrightCassidyRingler1971, 328; @BosworthToller1898]	The directly attested forms are obliques: _meorde_ as a dative singular and _meorda_ as a genitive plural [@BrightCassidyRingler1971, 328; @BosworthToller1898]. Lexicographers reconstruct a bare nominative _meord_ from those obliques, while West Saxon prose more commonly shows the competing doublet _mēd_ [@ClarkHall1960; @BosworthToller1898].	nonregular_model_entry	docs/references/legacy/anglosaxondictio00tolluoft.txt		meed	yes		retained_broad_general_background		retained_broad_general_background	Germanic/docs/assembly/citation_locator_remaining_master.tsv	Primary-source recheck verified the entry content in the available local witness; no safe page marker survives in the current witness, so the citation is now retained broad for honest dictionary/etymological background.
