change_id	display_name	alias	alias_type	notes	source
SC010	PWGmc J Gemination	PWGmc J Gemination	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC010	PWGmc J Gemination	PWGmcJGemination	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC010	PWGmc J Gemination	PWGmcJGemination	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC010	PWGmc J Gemination	Proto-West Germanic J Gemination	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC010	PWGmc J Gemination	PWGmc J Gemination	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC010	PWGmc J Gemination	West Germanic gemination	literature_search_alias	obvious search alias from the current rule name	inventory_audit_02 aliasing
SC010	PWGmc J Gemination	j-gemination	literature_search_alias	obvious search alias from the current rule name	inventory_audit_02 aliasing
SC011	PWGmc Syllabic J	PWGmc Syllabic J	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC011	PWGmc Syllabic J	PWGmcSyllabicJ	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC011	PWGmc Syllabic J	PWGmcSyllabicJ	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC011	PWGmc Syllabic J	Proto-West Germanic Syllabic J	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC011	PWGmc Syllabic J	PWGmc Syllabic J	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC012	PWGmc L Th Voicing	PWGmc L Th Voicing	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC012	Northern West Germanic *lþ*-voicing	EAFLThVoicing	sandbox_stage_name	sandbox stage SEAFLThVoicing	Germanic/fsts/old_english_sandbox.txt
SC012	Northern West Germanic *lþ*-voicing	EAFLThVoicing	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC012	Northern West Germanic *lþ*-voicing	PWGmcLThVoicing	former_foma_rule_name	former identifier before EAF-stage rename (behaviour-neutral)	Germanic/fsts/germanic.txt
SC012	PWGmc L Th Voicing	Proto-West Germanic L Th Voicing	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC012	PWGmc L Th Voicing	PWGmc L Th Voicing	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC013	PWGmc Dental Hardening	PWGmc Dental Hardening	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC013	PWGmc Dental Hardening	PWGmcDentalHardening	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC013	PWGmc Dental Hardening	PWGmcDentalHardening	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC013	PWGmc Dental Hardening	Proto-West Germanic Dental Hardening	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC013	PWGmc Dental Hardening	PWGmc Dental Hardening	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC014	Proto-Northwest Germanic Unstressed Ai Monophthongization	NWGmc Unstressed Ai Monophthongization	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC014	Proto-Northwest Germanic Unstressed Ai Monophthongization	PNWGmcUnstressedAiMonophthongization	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC014	Proto-Northwest Germanic Unstressed Ai Monophthongization	PNWGmcUnstressedAiMonophthongization	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC014	Proto-Northwest Germanic Unstressed Ai Monophthongization	Northwest Germanic Unstressed Ai Monophthongization	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC014	Proto-Northwest Germanic Unstressed Ai Monophthongization	NWGmc Unstressed Ai Monophthongization	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC014	Proto-Northwest Germanic Unstressed Ai Monophthongization	NWGmcUnstressedAiMonophthongization	former_foma_rule_name	former identifier before PNWGmc-stage rename (behaviour-neutral)	Germanic/fsts/germanic.txt
SC015	Proto-Northwest Germanic I Lowering	NWGmc I Lowering	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC015	Proto-Northwest Germanic I Lowering	PNWGmcILowering	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC015	Proto-Northwest Germanic I Lowering	PNWGmcILowering	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC015	Proto-Northwest Germanic I Lowering	Northwest Germanic I Lowering	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC015	Proto-Northwest Germanic I Lowering	NWGmc I Lowering	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC015	Proto-Northwest Germanic I Lowering	NWGmcILowering	former_foma_rule_name	former identifier before PNWGmc-stage rename (behaviour-neutral)	Germanic/fsts/germanic.txt
SC016	OE Ws Palatal Glide	OE Ws Palatal Glide	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC016	OE Ws Palatal Glide	OEWsPalatalGlide	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC016	OE Ws Palatal Glide	OEWsPalatalGlide	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC016	OE Ws Palatal Glide	Old English West Saxon Palatal Glide	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC016	OE Ws Palatal Glide	OE Ws Palatal Glide	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC017	Proto-Northwest Germanic U Lowering	NWGmc U Lowering	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC017	Proto-Northwest Germanic U Lowering	PNWGmcULowering	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC017	Proto-Northwest Germanic U Lowering	PNWGmcULowering	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC017	Proto-Northwest Germanic U Lowering	Northwest Germanic U Lowering	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC017	Proto-Northwest Germanic U Lowering	NWGmc U Lowering	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC017	Proto-Northwest Germanic U Lowering	NWGmcULowering	former_foma_rule_name	former identifier before PNWGmc-stage rename (behaviour-neutral)	Germanic/fsts/germanic.txt
SC018	Proto-Northwest Germanic Stressed Monosyllable O Raising	NWGmc Stressed Monosyllable O Raising	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC018	Proto-Northwest Germanic Stressed Monosyllable O Raising	PNWGmcStressedMonosyllableORaising	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC018	Proto-Northwest Germanic Stressed Monosyllable O Raising	PNWGmcStressedMonosyllableORaising	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC018	Proto-Northwest Germanic Stressed Monosyllable O Raising	Northwest Germanic Stressed Monosyllable O Raising	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC018	Proto-Northwest Germanic Stressed Monosyllable O Raising	NWGmc Stressed Monosyllable O Raising	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC018	Proto-Northwest Germanic Stressed Monosyllable O Raising	NWGmcStressedMonosyllableORaising	former_foma_rule_name	former identifier before PNWGmc-stage rename (behaviour-neutral)	Germanic/fsts/germanic.txt
SC019	Proto-Northwest Germanic Final Long O Raising	NWGmc Final Long O Raising	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC019	Proto-Northwest Germanic Final Long O Raising	PNWGmcFinalLongORaising	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC019	Proto-Northwest Germanic Final Long O Raising	PNWGmcFinalLongORaising	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC019	Proto-Northwest Germanic Final Long O Raising	Northwest Germanic Final Long O Raising	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC019	Proto-Northwest Germanic Final Long O Raising	NWGmc Final Long O Raising	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC019	Proto-Northwest Germanic Final Long O Raising	NWGmcFinalLongORaising	former_foma_rule_name	former identifier before PNWGmc-stage rename (behaviour-neutral)	Germanic/fsts/germanic.txt
SC020	PGmc Final Z Deletion	PGmc Final Z Deletion	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC020	West Germanic final *z*-deletion	EAFFinalZDeletion	sandbox_stage_name	sandbox stage SEAFFinalZDeletion	Germanic/fsts/old_english_sandbox.txt
SC020	West Germanic final *z*-deletion	EAFFinalZDeletion	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC020	West Germanic final *z*-deletion	PGmcFinalZDeletion	former_foma_rule_name	former identifier before EAF-stage rename (behaviour-neutral)	Germanic/fsts/germanic.txt
SC020	PGmc Final Z Deletion	Proto-Germanic Final Z Deletion	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC020	PGmc Final Z Deletion	PGmc Final Z Deletion	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC020	PGmc Final Z Deletion	final *z deletion	literature_search_alias	obvious search alias from the current rule name	inventory_audit_02 aliasing
SC020	PGmc Final Z Deletion	loss of word-final *z	literature_search_alias	obvious search alias from the current rule name	inventory_audit_02 aliasing
SC021	Proto-Northwest Germanic Unstressed O Raising	NWGmc Unstressed O Raising	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC021	Proto-Northwest Germanic Unstressed O Raising	PNWGmcUnstressedORaising	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC021	Proto-Northwest Germanic Unstressed O Raising	PNWGmcUnstressedORaising	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC021	Proto-Northwest Germanic Unstressed O Raising	Northwest Germanic Unstressed O Raising	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC021	Proto-Northwest Germanic Unstressed O Raising	NWGmc Unstressed O Raising	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC021	Proto-Northwest Germanic Unstressed O Raising	NWGmcUnstressedORaising	former_foma_rule_name	former identifier before PNWGmc-stage rename (behaviour-neutral)	Germanic/fsts/germanic.txt
SC022	NWGmc Mn Dissimilation	NWGmc Mn Dissimilation	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC022	NWGmc Mn Dissimilation	NWGmcMnDissimilation	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC022	NWGmc Mn Dissimilation	NWGmcMnDissimilation	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC022	NWGmc Mn Dissimilation	Northwest Germanic Mn Dissimilation	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC022	NWGmc Mn Dissimilation	NWGmc Mn Dissimilation	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC023	NWGmc N Stem N Loss	NWGmc N Stem N Loss	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC023	NWGmc N Stem N Loss	NWGmcNStemNLoss	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC023	NWGmc N Stem N Loss	NWGmcNStemNLoss	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC023	NWGmc N Stem N Loss	Northwest Germanic N Stem N Loss	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC023	NWGmc N Stem N Loss	NWGmc N Stem N Loss	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC024	NWGmc Long E Lowering	NWGmc Long E Lowering	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC024	NWGmc Long E Lowering	NWGmcLongELowering	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC024	NWGmc Long E Lowering	NWGmcLongELowering	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC024	NWGmc Long E Lowering	Northwest Germanic Long E Lowering	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC024	NWGmc Long E Lowering	NWGmc Long E Lowering	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC025	NWGmc Long E Nasal Rounding	NWGmc Long E Nasal Rounding	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC025	NWGmc Long E Nasal Rounding	NWGmcLongENasalRounding	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC025	NWGmc Long E Nasal Rounding	NWGmcLongENasalRounding	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC025	NWGmc Long E Nasal Rounding	Northwest Germanic Long E Nasal Rounding	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC025	NWGmc Long E Nasal Rounding	NWGmc Long E Nasal Rounding	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC026	NWGmc Nasal Spirant Lengthening	NWGmc Nasal Spirant Lengthening	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC026	North Sea Germanic nasal-spirant lengthening	EAFNasalSpirantLengthening	sandbox_stage_name	sandbox stage SEAFNasalSpirantLengthening	Germanic/fsts/old_english_sandbox.txt
SC026	North Sea Germanic nasal-spirant lengthening	EAFNasalSpirantLengthening	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC026	North Sea Germanic nasal-spirant lengthening	NWGmcNasalSpirantLengthening	former_foma_rule_name	former identifier before EAF-stage rename (behaviour-neutral)	Germanic/fsts/germanic.txt
SC026	NWGmc Nasal Spirant Lengthening	Northwest Germanic Nasal Spirant Lengthening	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC026	NWGmc Nasal Spirant Lengthening	NWGmc Nasal Spirant Lengthening	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC026	NWGmc Nasal Spirant Lengthening	nasal spirant law	literature_search_alias	obvious search alias from the current rule name	inventory_audit_02 aliasing
SC026	NWGmc Nasal Spirant Lengthening	nasal spirant lengthening	literature_search_alias	obvious search alias from the current rule name	inventory_audit_02 aliasing
SC027	NWGmc Nasal Spirant Loss	NWGmc Nasal Spirant Loss	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC027	North Sea Germanic nasal-spirant loss	EAFNasalSpirantLoss	sandbox_stage_name	sandbox stage SEAFNasalSpirantLoss	Germanic/fsts/old_english_sandbox.txt
SC027	North Sea Germanic nasal-spirant loss	EAFNasalSpirantLoss	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC027	North Sea Germanic nasal-spirant loss	NWGmcNasalSpirantLoss	former_foma_rule_name	former identifier before EAF-stage rename (behaviour-neutral)	Germanic/fsts/germanic.txt
SC027	NWGmc Nasal Spirant Loss	Northwest Germanic Nasal Spirant Loss	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC027	NWGmc Nasal Spirant Loss	NWGmc Nasal Spirant Loss	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC027	NWGmc Nasal Spirant Loss	loss of nasal before fricative	literature_search_alias	obvious search alias from the current rule name	inventory_audit_02 aliasing
SC027	NWGmc Nasal Spirant Loss	nasal spirant law	literature_search_alias	obvious search alias from the current rule name	inventory_audit_02 aliasing
SC028	NWGmc Preconsonantal X Loss	NWGmc Preconsonantal X Loss	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC028	NWGmc Preconsonantal X Loss	NWGmcPreconsonantalXLoss	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC028	NWGmc Preconsonantal X Loss	NWGmcPreconsonantalXLoss	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC028	NWGmc Preconsonantal X Loss	Northwest Germanic Preconsonantal X Loss	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC028	NWGmc Preconsonantal X Loss	NWGmc Preconsonantal X Loss	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC029	OE Awj Glide Formation	OE Awj Glide Formation	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC029	OE Awj Glide Formation	OEAwjGlideFormation	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC029	OE Awj Glide Formation	OEAwjGlideFormation	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC029	OE Awj Glide Formation	Old English Awj Glide Formation	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC029	OE Awj Glide Formation	OE Awj Glide Formation	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC030	OE Au Fronting	OE Au Fronting	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC030	OE Au Fronting	OEAuFronting	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC030	OE Au Fronting	OEAuFronting	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC030	OE Au Fronting	Old English Au Fronting	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC030	OE Au Fronting	OE Au Fronting	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC031	OE WW Simplification	OE WW Simplification	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC031	OE WW Simplification	OEWWSimplification	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC031	OE WW Simplification	OEWWSimplification	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC031	OE WW Simplification	Old English WW Simplification	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC031	OE WW Simplification	OE WW Simplification	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC032	OE Diphthong Leveling	OE Diphthong Leveling	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC032	OE Diphthong Leveling	OEDiphthongLeveling	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC032	OE Diphthong Leveling	OEDiphthongLeveling	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC032	OE Diphthong Leveling	Old English Diphthong Leveling	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC032	OE Diphthong Leveling	OE Diphthong Leveling	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC033	OE Ew Long Diphthong	OE Ew Long Diphthong	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC033	OE Ew Long Diphthong	OEEwLongDiphthong	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC033	OE Ew Long Diphthong	OEEwLongDiphthong	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC033	OE Ew Long Diphthong	Old English Ew Long Diphthong	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC033	OE Ew Long Diphthong	OE Ew Long Diphthong	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC034	OE Aw Long Diphthong	OE Aw Long Diphthong	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC034	OE Aw Long Diphthong	OEAwLongDiphthong	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC034	OE Aw Long Diphthong	OEAwLongDiphthong	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC034	OE Aw Long Diphthong	Old English Aw Long Diphthong	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC034	OE Aw Long Diphthong	OE Aw Long Diphthong	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC035	OE Prefix A Reduction Early	OE Prefix A Reduction Early	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC035	OE Prefix A Reduction Early	OEPrefixAReductionEarly	sandbox_stage_name	active early sandbox checkpoint; duplicate audit 01 removed the former late reapplication	Germanic/fsts/old_english_sandbox.txt
SC035	OE Prefix A Reduction Early	OEPrefixAReduction	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC035	OE Prefix A Reduction Early	Old English Prefix A Reduction Early	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC035	OE Prefix A Reduction Early	OE Prefix A Reduction	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC036	OE Inter Stress Raising	OE Inter Stress Raising	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
SC036	OE Inter Stress Raising	OEInterStressRaising	sandbox_stage_name		Germanic/fsts/old_english_sandbox.txt
SC036	OE Inter Stress Raising	OEInterStressRaising	foma_rule_name	underlying germanic.txt define	Germanic/fsts/germanic.txt
SC036	OE Inter Stress Raising	Old English Inter Stress Raising	normalized_stage_name	abbreviations expanded for dossier matching	inventory_audit_02 normalization
SC036	OE Inter Stress Raising	OE Inter Stress Raising	book_display_candidate	candidate label for the eventual sound-change volume entry	inventory_audit_02 planning
SC037	OE Compound Linking Syncope	OE Compound Linking Syncope	trace_label		Germanic/docs/debug_snapshots/oe_derivation_class_trace_report.compact.md
